"","x"
"22","I bought this in July and already I'm having battery problems. It hasn't even been six months and it's now dying at 80-90%. Sometimes I will take it off the charger downstairs, walk upstairs with it, open messages, and it will die before I make it into my bedroom. I tried recalibrating the battery and factory resetting the phone. I'm going to try and take it to Apple tomorrow but it will probably cost me a pretty penny to fix. I am so frustrated because I've had other refurbished iPhones and this is the first time the battery has went kaput within a few months of owning the product.
            "
"23","Was waiting to write a review to determine the overall life of the phone.  I purchased this iphone in Oct 2018 and am disappointed that it's only lasted 5 months.  The battery started to deplete quickly approx 1-1/2 months ago and now only works when it's plugged into a charger.  With a full charge the battery drains within a few minutes so very unhappy with this purchase.*Update on Iphone 5c.  Was informed that the problem was with the software installed on some Iphone 5c models.  Unable to update the software so the only way to continue use of the phone is having the  phone charging while in use.
            "
"24","I brought this phone for my 11 year old daughter and she loves it.It works great and looks good.I received it just when they said I would.She has had it over a month with no problems
            "
"25","i always thought certified refurbished were something great or something functional with changes in the parts which were not functional. I understand that refurbished can be tricky to but i did not expect an iPhone worth 200+ dollars which looked like it was never been taken care of by previous owner. This was an accidental purchase for me but i was not able to cancel it and thought maybe since i bought it anyway i would give it a try, but as soon as the phone got in my hands  , i feel bad saying this, but knew i had to return it. That rarely happens to me.The other reviews are honest and you should read it carefully and understand your requirements.
            "
"26","I love this phone, but there is one thing thats bugging me. It looked nice / no chips / clean screen, came quickly and mostly as expected. Although ever since I got it, it has issues charging. I'm guessing it's the charging port itself because I bought a new apple certified cord (i'll randomly get a pop up when its having difficulty charging saying I'm not using the right charger). I get the same message with my new cord that I got directly from apple. So I think the charger it came with was likely the right one, it's just an issue with the charging port. Ill have to move it in weird ways to get it to charge, and the charging icon pops on and off until I find the perfect spot. This is a huge annoyance, but I don't feel the seller sent it knowing it had issues. I know this phone was refurbished so I'm guessing that it was just something that had gotten overlooked. Although I really wish therr was an easy way to fix this - because its getting increasingly more difficult to charge it at all and I haven't had it very long.
            "
"27","Received the product fairly quick, the phone i ordered had small scratches on the back and dirt in the cracks of the phone. After using it for a few days i can say that the battery life is pretty much shot.Not happy with this at all, This iphone definitely doesnt seen refurbished at all. Contacted seller regarding issue and will update review if resolved.
            "
"28","The phone arrived the same day I ordered it through my Prime account.  The phone came in a generic white box, but was well packaged. It included earphones and a wall charger. Regardless of some of the comments on this site, this phone is NOT compatible with Verizon Wireless! I tried to activate it at a Verizon Corporate Store and after a couple of attempts using different SIM cards, they gave up and told me it wasn't compatible. I really liked the phone (it's for my mom) since it looks brand NEW so instead of returning it to the seller, I took it to T-Mobile. They quickly activated it. I got a good deal on an international plan and a free SIM card so it all worked out in the end.
            "
"29","Bought this for my 12 year old. Had a couple of  minor dings but we use cases anyway so no one will ever know. The phone came with 3 free months of service through a prepaid carrier called Mint Mobile that runs off of TMobile. Had never heard of it so we decided to give it a try and it works well and the plans are pretty inexpensive (no unlimited data which is fine for a kid who is usually connected to Wifi). We are going to be purchasing another one in June for our middle daughter to have for her birthday.
            "
"30","I bought this iPhone for my daughter because of the price. She does not have any complaints, it works as we expected. Receiving and calling and the apps work without any issues. The iPhone is smaller than an average iPhone but she likes it because it fits in her little purse and because it is yellow! So far no issues or complaints. Great product!
            "
"31","not a big apple fan but got talked into getting this for the wifi texting and wifi calling and facetime because my android kept missing texts and facetime is all the rage with my gf, I had to modify my sim (cut it to super small size and grind it down so its thinner) to use their micro sim card, the cable the gave me with this shorted out in a week but other than just the horrible apple OS it does what its supposed to I guess.
            "
"32","this was a great in-between phone. My son dropped my phone in the toilet and I was holding out until the new iPhone. Buying a rebuilt was a perfect, inexpensive solution!  My only complaint about the phone was that it was an Asian phone so the camera had the sound on and it couldn't be deactivated. Other than that, no issues at all.
            "
"33","The phone appearance and function is perfect. It looked brand new and worked fine right out of the box. The lightning cable provided was defective. Since this was a replacement, not an Apple original as they indicated it would be (same as the charger), I was not surprised. Fortunately the problem was resolved quickly and I received a partial refund.The phone battery was depleted on arrival, it would be nice to take the time to charge all phones before shipping as a discharged battery can suffer damage.
            "
"34","I got it for my sister, and she absolutely loved it! I will buy again soon.
            "
"35","The  phone came to us with no forward working camera.  The charger would not charge the phone and the flash light would not work.  I was surprised all oo these items were not confirmed to work before they left the shop.
            "
"36","Got it, looks new, feels new. Now I need to set it up and will be back for more review.Charger looks fake, but then this is my first phone!New edit : feels great, battery life is probably not the best compared to family phones I used before BUT THEN its refurbished.ANOTHER NEW EDIT: I really enjoy my first phone, works fine with straight talk! I'm using AT&T!
            "
"37","Sent me a cdma verizon phone with gsm capabilities not a gsm phone like the add says. It would not work on a gsm carrier like att or tmobile
            "
"38","VERY good, product and seller!! I'm really happy!
            "
"39","Got this for our daughters 7th birthday. She was so surprised and loved it. Easily added her to our AT&T plan. It¡¯s been great for us in tracking our daughter and great in entertaining her. No longer in need lugging around an iPad when she has a pocket friendly device.
            "
"40","I don't usually write reviews but this phone made me write one. After reading all the good reviews i decided to purchase this phone as a temp since my iPhone is being fixed. It seemed like an affordable backup phone so i bought it. It came accordingly and i charged it because it was low battery. When i took it to school i made a phone call and when i hung up it turned off. I said ok let me turn it back on no prob. Well, the low battery little red bar picture appeared on the screen telling me to connect it to the charger. MIND YOU I CHARGED THIS PHONE FOR 100% WORTH OF BATTERY AND IT DIED WITHIN 5 MINUTES OF USING IT & WOULDNT TURN BACK ON UNLESS I CONNECTED IT BACK TO THE CHARGER!!! i am extremely disappointed, i don't stay at home all the time i do go out and it sucks not having a phone when doing so. i would give this no stars but didn't have the option too. don't buy. returning immediately. how sad!
            "
"41","Hello! I'm from Venezuela and recently I bought this iPhone model. I just received the phone 3 days ago and I finally can setup the phone and I realize that the iphone has a pale pink spot on the screen, also has some bubbles on the screen. Sometimes de screen doesn't work. I'm so mad because for me is a lot of money and also It took me so much to get it. I want a replacement or the money back. I understand the phone is refurbished, but at least it should be working as well with no damage like this. I refuse to pay for a new one. The worst is I can't return the iphone for a replacement because I'm not living in US and here in my country we don't have UPS to send it back.
            "
"42","Seemed great until shortly after the 90-day warranty expired, ironically.  Now for the last several days, it's saying it won't read the SIM card and my daughter can not get any service except every once in a great while it suddenly works for about 30 seconds.  The AT&T store tried everything, even gave it a new SIM card, but the problem is apparently with the phone, not the service.  We were hopeful it would still be under warranty because it was purchased as a Christmas gift just 4 months ago, but naturally ... it was only covered under a 90-day warranty.  I am not happy.  :-(
            "
"43","Well, the phone was great at first. It did everything i wanted it to do, but the battery life sucked. I would charge the phone all night, then during the day the battery life would rapidly deteriorate. Sometimes by 2pm the phone would be on 20%. Ive had the phone since September, and now it just doesn't work. The touch screen stopped working. I can't put my passcode in to get into the phone. Its really frustrating. The phone worked for 3 months, but thats not good enough for me.
            "
"44","My phone came at my door stop a week after I purchased which is great! It is working great and charging well.
            "
"45","Very surprised how great condition the phone is! Very happy with my purchase. Just a little scared its gonna wear off in 3 months how some of these comments say it did. But other than that very pleased
            "
"46","I am not too please with my phone. I'm will have to return it for a new one soon. First thing is the camera seems to have something wrong with it. When I take pictures or do a video it looks like there is something on my camera. Secondly I have to talk on speaker phone when I'm on a phone call. I cancan barely hear the person on the other line and the same goes for them barley hearing me. But lastly I can't even use the phone with the company I'm with since the phone isn't compatible which I don't understand because it's an unlocked phone. So I can use my internet when I'm not around wifi. I'm a frustrated about this because now I have to send the phone back and I'm not even sure if I will get another phone that will be compatible with my phone company.
            "
"47","This iPhone was in brand new condition and even had the safety screen sticker when it arrived. The seller was also friendly enough to include a typed thank you note inside the box. The charger and wall adapter was also included! Thank you. Such a great price & great quality.
            "
"48","So far so good. Got it refurbished so I know something was wrong with it originally. When I press the area around the home button it seems loose as if the glue came undone underneath. Nothing has come out yet; keeping my fingers crossed.
            "
"49","After initially getting the phone, I was having a hard time getting anyone to service it. But you will need a universal sim card and then all is good. The product came on time and was in good shape. Just wish they would make the ID number bigger to read and clear.
            "
"50","I only had the phone for one week and i have to say it came just as described, no dents or scratches like brand new phone with serial number on the back. the only down  side was it only came with the  phone and non Apple charger which is not the best for charging so i  had to go buy a Apple I phone charger which works great. But beside that it work with my Metro PCS sim card and was able to upgrade to IOS 9.0 from OS 7 which come standard with the phone. So just an warning you may need to buy a new charger to get a descent charge.
            "
"51","I'm very happy! I ordered the green version which was being sold by DealFisher at the time. I was a little nervous about a refurbished phone but when it got here there weren't even any visible scuffs or scratches on it and it behaved as if it were brand new. I have had it for about 2 weeks so far and it has worked perfectly. It holds a charge for a few days (I don't use it constantly though). If I spot any issues I will update my review, but so far, I recommend this and couldn't be more satisfied with this purchase.
            "
"52","Very good
            "
"53","It looks really great - I haven't Given it to my son  because it's a gift for my  for Christmas so I'll let you know them,  but it looks fine and packaged nicely.  Thank You -  he will be using it as an I pod everything but a telephone because he's only nine
            "
"54","The phone arrived clean, the screen did not have any scratches. The back had few un-noticeable use marks BUT the battery kept dying from this first day! Whenever I open an app even when the phone is sufficiently charged (sometimes over 60 percent), it kept it dying. Once it's off, it will not turn on again until I connect it to the charger. I am returning the phone and getting a refund. Be aware, the batteries in these phones are probably old and not reliable anymore.
            "
"55","Overall was basically a brand new phone, obviously not the latest model but worked just as fast. I would buy another one if I had too
            "
"56","Phone stopped working in 2 weeks. Wont turn on, cant charge, cant hard reset, cant DFU reset, cant connect to iTunes. I got lucky and it died during the warranty time frame. Dont take a chance, yours may die the day the warranty expires. 0 stars!!!
            "
"57","Perfect condition.  Unlocked with AT&T.  Saved me time and money.  This was a replacement phone for my son.  My son is happy and so am I.
            "
"58","I bought for my daughter..had doubts..I was wrong! It works perfectly and we have had absolutely no problems! You can't even tell it's used! Amazon comes through again!
            "
"59","The actual phone is great, although there's no EarPods and the charger doesn't work. However, my carrier is AT&T so it really is GDSMA!Everything's okay, although there are a couple cracks so I recommend buying a case with it.
            "
"60","Great phone lasted one year before my teenager dropped it
            "
"61","I have been very impressed with this phone. I must admit, I was Very nervous buying a used phone. But it's been great!!  No Problems, I was soo nervous because I couldn't buy an extended warranty, lost many hours of sleep about no warranty.  And so far so good........I think the warranty expires in two or three weeks. So I hope it keeps on ringin!!
            "
"62","So far the phone is running perfectly fine. I had to sand down the sides of my micro sim for it to fit into the phone(luckily, it still works). For a refurbished phone, it's really great. for most of the time, it's a super responsive phone. I've had some instances of visual lag but it wasn't too big to notice. Satisfied with my purchase.update: months later and battery issues arise. from it dying at 20% to having the wrong percentage of charge displayed
            "
"63","At such a low price point, this model iPhone is ideal for those itching to make the jump from Android or for those who are using a smartphone for the first time. With its solid build quality, lengthy battery life, and the freedom to use it under any GSM compatible carrier due to it being unlocked, the 5c was a great purchase.
            "
"64","Bought this for my 8 year old daughter. Older model iPhone but worth the price. No issues so far, would recommend for starters.
            "
"65","Giving this product a one star review is too generous. I have barely had this phone for three months and it no longer works. It was not dropped, there was no water damage, it just randomly started turning off and wouldn't turn on again. Don't waste your time spending a lot of money on phones on Amazon. Go to your phone provider, buy a real phone with insurance and don't mess around with these people. I will never buy another phone off of Amazon, you shouldn't either.
            "
"66","This phone shipped fast and even came with an included free 1 year extended warranty.  It has some slight wear...a small ding on the plastic, which is expected from a refurbished unit.  It looks like the screen may have been replaced at one point, you can see some screen issues in the top right corner.  All in all, exactly what you expect to get for $100, but it's an iPhone.
            "
"67","After reading up on the phone I also ordered the at&t sim card to go with it.  When I got the phone I tried to set it up with tracfone.  When I checked the back of the phone it said the carrier used to be Verizon.  Tracfone is going to send me a sim for free and said it should work ok.  If not I will be sending the phone back.
            "
"68","This product is SUCK ! BROKE DOWN in the first day!!!! Battery dropped from 40%-0% !!!! SUPER SLOW  when it is still alive! Piece of junk never recommend buying it!
            "
"69","The phone is great condition. It had no blemishes, when delivered. However, every time you try to download anything from the App Store it runs at a snails pace. Also it keeps making you log back in and saying your password it wrong!
            "
"70","The phone is in good condition, you can't even tell it's used. It came 2 days after being ordered with standard shipping. However, I got it activated with my metro pcs sim card and got TERRIBLE signal with it, I also can't receive picture mail on it. I know it's not my service provider that's the issue because I have a metro pcs phone and get great service with it and can receive picture mail with no problem. I took the phone to an Apple store and they said it was a unlocked Verizon phone. It is a nice iphone and everything I expected except the signal being weak and picture mail not working.
            "
"71","Not happy with this phone. It came in had my localCarrier set it up and no matter what working SIM card I put in the phone it won't work. It has a Verizon tag on the back which leads me to believe it's a locked Verizon phone instead of an unlocked phone like stated in the ad description. Very disappointed especially after waiting a week for the item to ship to get it back and than it doesn't even work.
            "
"72","Item was refurbished but you couldn't tell from a new one!!Only the box was an OEM one and this made it clear that it was a refurbished unit!As with most iPhones, it has a small screen but it's a great value for money at $180.
            "
"73","Bought this as a replacement phone and battery would die at 90 sometimes 97. Had to constantly keep it on a charger eventually got a new battery for it and worked fine
            "
"74","Love the color got the blue. Good price. Smaller than what expected and rated screen and camera a 4 not 5 bc of my bad eyes and small size of screen to take pics or just go on internet. Came with 3 months free mint phone service but never got signal so bought straighttalk plan for. Plus nostalgia of this phone made purchase special for me.
            "
"75","Disappointing had to return the phone back to the company to fix it or send a better one. First one didn¡¯t connect with the sim or wifi, plus It wouldn¡¯t stay on long enough to charge. 2nd another disappointment major charging issues even after it have been charging overnight. It will say 100% and still dies. Issues calling out & taking incoming calls.
            "
"76","Having bought this refurbished iPhone 5c from Squaredeals Inc. - I initially was very happy with my purchase. But not even 4 months later, that warm feeling has long disappeared.Firstly, the accessories that are sent with this phone aren't apple certified which means that the charger they supplied wouldn't actually charge my phone. Also, I'm convinced that the 'Apple' headphones they sent through were fake as the sound quality is terrible and the insides of the earbuds rattle loudly when shaken... neither of these happen with actual Apple products.The first three months of having the phone went great until I fell out of the 90day-refund period, at which point things went very wrong. At around day 110, the front-facing camera and flashlight stopped working (along with a few other sporadic functionality glitches). When i emailed Squaredeals through Amazon, i then embarked on the most useless, rude and frustrating email dialogue with whoever was on the other side of this 'help desk'. They're absolutely useless, so if you have a problem - DO NOT BOTHER EMAILING THEM! IT IS A WASTE OF TIME! No one actually answers your questions and it's mostly one-sentence replies asking for your serial number (OVER AND OVER AGAIN) or saying ""take it to your nearest apple store"".(oh yes, and after about 8 emails of them repeatedly telling me to take it to an apple store FINALLY they gave in and said that they'd take responsibility and have a look at it... but I would have to send back the phone with all its original packaging and accessories, pay for shipping out of my own pocket AND THEN it would take TWO WEEKS for them to get back to me with a prognosis... and of course I'd have to pay for any repairs they did. Bollocks. Bollocks. Bollocks.)I then went through the Square Trade website, which was a lot more helpful as you submit a form and they phone you back (that was at least sanity-saving). Once they contacted me, i was told that the warranty I was ENCOURAGED to buy was absolutely useless as it was not compatible with my phone. AND it turns out that they would only cover me up to the value of $12 anyways.So the operator who called me (who was in fact super helpful, I must say) told me that they would refund me my warranty (thanks for my 12 bucks back, guys) but that I was basically on my own.So NOW, its not even been 4 months and NOW I HAVE TO BUY ANOTHER PHONE!?! Really poor and frustrating service paired with a potentially even worse product has made this an absolute waste of time and money.DO YOURSELF A FAVOUR AND MOVE ON!!!
            "
"77","The phone is great... except that I can't turn off the camera shutter sound (yes, I muted it). It looks like my phone came from Japan originally, or something, because the shutter sound is also very loud. It would have been nice to get one that doesn't have another country's restrictions on it.
            "
"78","I'm dissapointted I purchased this item april 27th for a apple it shows on photo all that it comes with it didn't come with ear pace and key to open the sim and all that is promoted on photo with purchase
            "
"79","Very pleased with this phone, I questioned buying a refurbished phone or any electrical product for that matter. I thought I give this a try, the pricemade it very affordable. And it works great.
            "
"80","I love the it!!! To start, I accepted the free shipping, and it still arrived within two days of being shipped. Secondly, the packaging was decent. In the box, I received a set of headphones, a lightening cable, and cube. The phone looks damn near brand new, and works just as well. I have no complaints about this purchase. If you are deciding whether or not to purchase one, let me help you out: you better get it before its gone!
            "
"81","This is my replacement phone. It IS definitely a refurbed phone... keep that in mind. It doesn't hold a charge the way a new phone does. But I'm overall satisfied with it. It's speed is great, and everything about it is great. I just carry extra chargers now in my car and at work as well as at home just to keep its battery up.
            "
"82","Useful product for what is is. No a great price to performance ratio. Overprice for it's features. Typical product type from an oligopoly.
            "
"83","The phone was easy to set up but upon opening the box showed clear signs of previous use. Both bottom corners and one of the top corners show evidence that it was dropped, the sim card tray was bent and after some finagling I was able to get it back in with the card. Over all the phone works but it does not look like new as many of the reviews had claimed.
            "
"84","I've bought several used or refurbished Iphones in the past, but this is the best Ive ever purchased!  Works great.  Battery holds a charge well.  Lots of memory.
            "
"85","I ordered this iPhone 5C for my niece and went to try and get it activated and it would not let me do any thing with it. Do not order this phone. It is not unlocked by any means. Yes you can turn it on and connect to WIFI but that's about it.
            "
"86","I bought this phone for my Mother in Law. From the time the phone arrived she had little complaints that I thought meant she did not know how to use the phone well. Turns out not to be so! Eventually when my wife and I went over to visit, I realised that the phone was faulty!I then contacted them and no response!!!!...DO NOT BUY THIS PHONE!!!!! STAY AWAY FROM THIS COMPANY!!!
            "
"87","The phone was in great shape just as they had promised.  It came with a charge, which I appreciated, but no instruction to set up a passcode.  The 1st time my phone restarted, it asked for a passcode that I did not set.  I was locked out of my phone with no way to make use of it.  It came out to be a major hassle as I eventually had to wipe it and start over.  It cost me about a day and a half of frustration working without a phone.
            "
"88","Yes Yes Yes phone in Perfect working conditions and I also upgrade it to IOS 10.1.1. It seems like what ever negative issues that was said about the phone the seller make sure and treat with these issues. I am buying another phone like this asap for my wife.
            "
"89","Came in sealed package with ¡°certified renewed by amazon¡± seal.  Charger was included.  Phone looks brand new- no scratches and had a peel off prorector on the screen.  Powered up and had a full charge and set to factory settings.  I havent installed a SIM yet but will update when i do.
            "
"90","Used and horrible battery, bought a new one and installed it, worked for a week and died..
            "
"91","I bought two iphone 5c. One works great and hasn't gave me any problems. The other ones battery was crap even though they are supposed to be tested and certified refurbished. The only option given to me when I called amazon was to get my money back but I didnt want to wait another week or two to send it back we needed the phone. I went to a phone repair store spent $40 on a battery replacement and the phone has worked great since.
            "
"92","it works fine but the battery drains SUPER fast. the phone will jump from 3% to 18% to 55%.... then it¡¯ll die. that¡¯s my only complaint.
            "
"93","Muy bonito mi hijo le agrado mucho lo unico que no venia con los audifonos
            "
"94","Bought this in Dec and after a month or two, it would turn off and freeze. Now, the phone is completely dead. What a waste of money to only get 7 months of use! The apple store couldn't even bring it back to life.
            "
"95","Bought this phone for my boyfriend who broke his iPhone 7. Originally bought a refurbished one from Best Buy but the sound did not work so we returned it. Decided to try one from Amazon after and we were not disappointed! The phone looks and runs as if it were brand new. Not even one scratch or scuff anywhere on the phone. We are very pleased with this purchase, especially for the price.
            "
"96","I was skeptical about buying a ""refurbished"" phone, but after reading the reviews for this particular seller I went ahead and bought.  We couldn't be more pleased--no regrets.  No problems hooking this up with AT&T, and works like it's brand new.
            "
"97","I take refurbished to mean defect-free. The battery drains much more quickly than my iPhone 4S I've had for 4 years. I'm guessing this phone was heavily used and/or the battery has issues. The lightning to usb cable is also defective. When I connect it to a computer, it warns that it is not a genuine product. I probably wouldn't buy another refurbished product or a product from this seller again. I will probably have to replace this phone soon and I think I will just have to go with something new.
            "
"98","I bought this for my mother for her birthday and it lasted 5 months before the phone completely died.  She took excellent care of it and she was so sad when one day it just stopped working and she lost everything on it.  Smart Tech Certified wouldn't stand behind their product so if you buy from them don't expect your phone to last more than a few months.
            "
"99","I ordered this phone because my iphone 4 was dying. I was expecting it to be with at&t like it says (which is why i bought it)  but when it came in, but it ended up being a verizon phone. This basically means I couldn't use it. So after calling the number a man said they can't do anything. Very disappointed in this purchase.
            "
"100","I was really unhappy with my purchase bought the phone on December 10,2019 three months later the phone dies and I never had service to it and the seller will not send a replacement. It wasn't anything I done just stopped turning on . All it was used for was playing games. I was really disappointed.
            "
"101","I was really confused on if I wanted to purchase this refurbished iPhone since all the bad reviews..but I can say this iPhone 5c looks brand new no marks are nothing..sadly it only comes with and off brand charger which charge my phone up just fine and no headphone..but overall I love it!!!!will order again
            "
"102","As expected. Phone was in great shape, does not come with normal accessories such as headphones and charge.
            "
"103","This phone has been irritating me a lot. When I first got it, it was working fine. Now when I go on an app it takes me right out of it, pauses my music on its own, won't send messages whether it's text or iMessage, I receive messages later than I'm supposed to, it restarts on its own constantly, and more annoying things. I seriously can't wait for the 7 to come out so I can get rid of this stupid phone.
            "
"104","Wasn¡¯t 2 day shipping as advertised but phone was great
            "
"105","Product died after a month
            "
"106","worked great but only upradge to like ios 10.4
            "
"107","We bought this because my wife's iPhone battery was not lasting very long.  This one was even worse.The phone worked fine and there were no issues with it.  We would have kept it if the battery lasted longer....
            "
"108","I actually expected some 'quirks' being refurbished but I am thrilled with this purchase.
            "
"109","Great..... Its an even brighter yellow than I expected but it was a very nice surprise!!!
            "
"110","Item looks like it's new and works like a brand new phone. Charger does not seem to be original apple item, but works perfectly fine. Item arrived in cardboard box and also contained headphones. Would highly recommend to others looking for an unlocked phone to use while traveling abroad or without a contract in the US.
            "
"111","When we got this phone it worked great. However, after only 7 months of use it will no longer charge and is therefore useless!  And its outer cover began to pop apart.  Given it is a 5C, it is not worth putting more money into, but I certainly expected it to last longer than 7 months. Very disappointing!!
            "
