"","x"
"11","The phone is really great! I was worrying that the phone will have scratches or will be locked, BUT IT IS PERFECT! Perfect condition!
            "
"12","My wife has been on a REALLY old phone (iPhone 4S!!!), so as an early Valentine's Day gift for her, I decided to get her this rose gold iPhone 6S-- she was really blown away by it!!! I bought the phone from Chubbiestech, they shipped it really fast! The phone is Certified Refurbished, but it basically looks and works as if it were a brand new phone!
            "
"13","I have been a customer of Amazon's for 10 years. I'm pleased to say I have never had a poor experience from anything I've purchased. The exception to that being this refurbished cellphone. The phone I bought was actually quite nice, looked practically brand new. Issue was the battery barely lasted a day. But the REAL issue was the fact that even though it was unlocked and I had a SIM card I knew worked (because I took it out of my working Iphone 6) the phone would intermittently (at best) work with T-Mobile. It was show full service and LTE and then just no data or cell service. It would then go to 4G or 3G and then to no service. If I put it in airplane mode and then back out of airplane mode it would maybe start working.THAT SAID, I figure, hey the package says to just call the third party that actually sold the phone for support. I did that 3 times and I also emailed them. Contrary to their claim DealFisher didn't care about my business or more importantly my satisfaction seeing I never got a call or email from them. I called T-Mobile and Amazon, both of which worked with me for about 30 minutes each trying to get the phone to work to no avail. I ended up packing up the phone and returning it and just bought a new phone from a friend. Long story short is I will NEVER trust a refurbished device again thanks to this experience and I will be very hesitant to use a third party seller on amazon again.My recommendation to you is: amazon does have a great 90 day return policy so if you're trying to scrape by and get a pretty decent and new-like phone give it a shot, you might get lucky. I'd say have a CLOSE look at the seller's reviews and see if they seem to sell junk phones to lots of people. And my best advice, never purchase from DealFisher!
            "
"14","I¡¯m not going to lie, I was terrified of ordering a refurbished phone from amazon especially with all the mixed reviews. However after reading through the reviews from one specific seller (BuySpry) I felt a little more confident! My phone came on time, with a little difficulty though, but that has more to do with FedEx than it has to do with the seller.... Anyways my phone looks as good as new, the quality is great and I was able to insert my sim with ease and no problems so I¡¯m very happy! I would recommend ordering from BuySpry if possible... they have some of the best reviews I¡¯ve seen as far as sellers go.... also be mindful when changing GB and color because the sellers change as well. Anyways I¡¯m very pleased and happy I ordered!.....Okay, I¡¯ve had this phone for little over a month now and I¡¯ve realized that when I take photos, it always makes the shutter noise (even in silent mode). I¡¯ve done some research and found out that this is because iPhones intended to be sold in certain countries dont allow you to turn off the noise, for privacy reasons. Tbh this is really annoying to me and bothersome, I have anxiety so to take pictures in silent places and have your camera shutter is like the worse for me. This isn¡¯t to deter people from buying this phone but just be mindful that this might be a problem for you as well. However I still love my phone quite a lot and would still recommend!
            "
"15","Bought a new phone for my dad for fathers day! Even though it was pink only this seller had positive reviews and I didnt want to end up with a dud. Came right on time had to sign for it and in an iphone-esque box. All good i put it in a nice case and my dad was good to go! Works great no issues at all. Could see some wear and tear around the part where you charge and head phone insert but overall great job on the refurb!! Idk about other sellers but Chubbie is the truth. Ps i was not paid for this i shelled out over $200 of my own money.
            "
"16","This cellphone has a hardware problem. I reset it but still the same problem. The apps doesnt work, it shut downs spontaneously and sometimes it freezes and i have to reset the phone to make it work again. Doesn't work please I need you to contact me in order to solve this problem
            "
"17","I received this phone to find the outer shell and screen in good condition. However, after I ran diagnostics on the battery, I was disappointed to find that it was not in healthy condition. The ""design capacity"" of the battery was at ~75% and had been cycled through over 400 complete charge cycles. All this to say, the battery was in a significantly used and degraded condition. If you order an Amazon Certified Refurbished phone, just keep in mind that it you may receive a phone/battery in similar condition.
            "
"18","First off all before I get to the phone the charger wasn't working, it was a third party charger that wasn't supported. And now  the phone had scratches! (that I didn't mind) but when I I stared using it I realized that sensor isn't working! So the  certified refurbished is just a lie it's a used broken item that someone sent back!
            "
"19","I complained about the battery (Because i have to charge it everyday at least 2 or 3 times) and the seller has done nothing about it.
            "
"20","I was so nervous about ordering a refurbished phone, but needed to replace my iPhone 6s and needed an affordable option. So glad I took the chance, as so far has worked out great! Phone came packaged nicely in box (not original iPhone box) and included charger. Note that it did not include the headphones which was not an issue for me, not sure I would want refurbished headphones anyways. Phone was very clean and looked brand new. Set up was super easy as expected (no manual, but again not needed) and has been working perfectly. I am so thankful there is a trustworthy company offering an affordable option for this phone, and would buy from them again.
            "
"21","Previously I gave a two on this product.  However, I believe it was most likely my mistake of not knowing what I was doing.  I complained that the battery did not stay charged.  The first night it did not, but after speaking with my sister I realized that it may have been updating the first night and that is what ran the battery down so quickly.  I was very busy and decided to try to deal with it a few more days.  As it turns out it seems to be working great.  There is one small problem, it doesn't tell me what percentage of power is left.  It shows the icon that show approximately how much battery life it has, but it doesn't name the percentage and I don't really like that.  However, it's not something I can't live with and will be keeping this phone unless there turns out to be new issues.
            "
"22","Sold By Platinum DealsShipped By AmazonHad less than 24 hours before initiating return!!!Pros: Great physical condition, screen in perfect condition, boxed pretty good. charger seemed to charge fast.Cons: Battery was at less than 50% of its life according to the technician at the Apple Store they said it needed replaced immediately(was supposed to have at least 80% of its battery life left), two small scratches on the back of the phone, came in plain white box, off-brand charger, no headphones.If the battery would have been at 80% or better than I would have definitely recommend this phone and company but because of the battery needing replaced immediately after receiving the phone I sadly would not recommend this company! I am returning and trying one from VIP Outlet so I will update this when I see what the Apple Store says about the new one.
            "
"23","The refurb on this phone was AWFUL! First -  The phone came in and within 20 minutes the screen was glitching.  It kept detecting that 1 spot on the screen kept being touched repeatedly.  First I thought it was the screen protector, so I took it off.  That didn't fix it.  So I did a factory reset and that fixed it for like 3 days, then it started happening again daily and wouldn't stop until I restarted the phone.  Another thing that happens is that at least once I day I have to reset to get the touch screen to detect touch properly... It'll detect the touch about 1/8 inch from where I actually touch the screen.  Next the battery it came with is crap.. it's already degraded down to 73%.  I have to pay to get another battery.  And finally - the screen autodims out of nowhere, setting show it's as bright as it goes, but in bright sunlight I can't see crap because it has decided to dim itself out.  I WILL NEVER PURCHASE A REFURB FROM THIS SELLER AGAIN!  BUYER BEWARE!**edit... Took my phone in to replace the battery and was told all my problems from day one were because of water damage.  They sold me an extremely water damaged phone.  All I could do was replace it.
            "
"24","My Phone Came In Great Condition From ¡°Chubbiestech¡± even though it Said refurbished the phone looked perfectly new I was expecting a small scratch or dent but there was nothing. I got the phone in the end of February and it still works great and in good condition it also came with a charger, screen protector, and sim card tool but no headphones.I hoped this helped some of you all with your choice.
            "
"25","The iPhone died after the 90 day window and the only response was 'too bad'.  If you can't certify that the product will function you shouldn't sell it as certified refurbished.
            "
"26","Bought this phone for my son who is 11 and thought it will be a good option to get refurbished rather than a new one , given his age . However, this phone¡¯s battery is completely useless ! Noticed battery percentage was going down really fast , then decide it to charge it to 100% and even set it to power  saving mode . After a few hours , it went down to 30% without even using  it <U+0001F621>So disappointed with this purchase !! Will never buy from this seller again , would rather stick to Groupon since I bought 2 phones from them and never had any issues like this or any at all !
            "
"27","I was pleasantly surprised when the 6S iphone arrived earlier than expected.  It came in a new box similar to that of a new phone.  I was impressed with a brand new charger adapter and cord neatly wrapped in the box.  The rose colored phone looked virtually new with a protective film of both sides of the phone.  As ordered, the phone was a an unlocked GSM that fired right up after inserting my old TMobile sim card (the old phone went for a dip in our pool.)  All of the old data, contacts, e-mails magically downloaded from the I-Cloud.  I have only had the phone for three days so I cannot comment on its long term reliability but I have no reason to question it.  I selected Amazon Dealfisher because it was sponsored by Amazon and had very high long term ratings.
            "
"28","My was from ¡°myWit¡±, come in perfect condition, no any scratch or other stuff, looks like brandnew.
            "
"29","Basically, I receive it, charge it and start using it.After I have done the setup, I started noticing the touchscreen doesn't work.When typing, it doesn't take what I type in or response multiple times. For example, I tried to type ""run"". Sometimes, it only shows ""un"" or ""rrrrrrrrrrrrrrrrrrrrun"". After contacting tech support, wipe out the phone and do everything again. After done setting, I don't even have any way to log in because one of my pin numbers has the problem.  Tried to type ""0"", but the same situation happened. So, I decided to return it. When trying to wipe out the phone again, the same thing happened to final confirm wipe out area. Receiving this phone is really frustrating, the seller should check phone thoughtfully before sent out. If they don't, this is just wasting both sides' time and time is money.  Giving one star because sending me something that doesn't work.
            "
"30","Phone meets if not exceeds my expectations of quality for a refurb phone. I had no trouble setting up after popping in my sim card. The battery seems okay. The only damage I noticed was very moderate and shallow scratching on the screen. I didn't even see it until the phone was powered off; it has no effect on the quality of the user experience whatsoever. Charger that came with it was aftermarket and there were no headphones - just as advertised and expected. Charger works just fine. I will be sure to update if I encounter any issues regarding the function. Thanks for the fast shipping! My phone came from Tech Venture, for reference.
            "
"31","Bought this for my daughter and we are very happy with the purchase! Cosmetically, the phone is in brand new, 10/10 condition! Works just like a brand new phone. Cord & block are aftermarket & work great, but we already had Apple branded cord and block so she is using those. Set up was simple. For Straight Talk I just switched the sim from her 5s to the 6s. Will update on battery life after some use, but so far it is working perfectly and my daughter couldn't be happier! (My pictures aren't the best quality, so anything that may look imperfect is definitely from my camera and not on the phone itself!)ETA: We're a couple months in & this phone has held up famously. Battery life is perfect, no quirks, no glitches, no loosey goosey ports, nothing wrong at all. Still an A+++
            "
"32","My son dropped his old iPhone in a puddle and parts of the touch screen and display were unusable.  I saw this iPhone at a great price, read the great reviews and figured I would give it a try.  I was easily able to remove the sim card from the old phone and put it in the new phone.  Both were Iphones  6S and everything went fine.  I was unable to find any marks or flaws on the phone, it looked and acted like a brand new phone.  My son has had it for over a month now and reports that its great.
            "
"33","Love the iPhone products but was hoping to save some money on my daughter's phone.  Within 90 days the microphone stopped working.  Well it still worked, it was just impossible to have conversation on the iPhone.  I contacted the seller who could not locate my customer record.  I then contacted amazon for help and they graciously offered to waive the 30 day return window and let me return the phone.  This seemed like a reasonable solution, until I discovered the 20% restocking fee!!  Almost $70 hit on a 2 month old ""refurbished warranty"".  If I would have known I was going to be charged that much, I would have sent it in for repairs as per their product warranty.  I guess I will be buying my phones new from now on.
            "
"34","This iPhone 6s is a good size, nice looking, is a reliable alarm clock, texting is easy, however, I cannot make or receive a phone call.  I always get ""I cannot hear you, you are fading in and out"".....  It has been this way since I got the phone.  Would not buy a certified refurbished phone again.
            "
"35","This 6S arrived in two days as advertised.  It was in new condition with the exception of two tiny marks on the back and a very small scuff on one corner. The glass was perfect. This phone is a replacement for my 5S, which I had backed up on my Macbook. The Macbook and 6S refused to talk to one another and I finally had to call T-Mobil. Working with their tech, I finally was able to convince the computer and phone to communicate. It turns out the phone was woefully behind in software updates. It must have been sitting on a shelf for an extended period. Once we got the downloads going it took over 20 minutes to complete.  Ultimately, I spend almost an hour working with T-Mobil, but the tech was great.IMPORTANT: I was careful to buy the phone from DealFisher, which is the highest rated vendor I could identify.
            "
"36","I purchased this product for my daughter and just after the 60 day warranty the phone stopped working.  Prior to that the battery would not hold...we figured we would need to replace the battery since Apple sent out the notification; however, when we went to replace it, the repair man said the phone was broken and wasn't worth fixing....Money wasted and this seller is selling JUNK!  Save your money and buy elsewhere.  There is zERO PRODUCT SUPPORT HERE.
            "
"37","I purchased this iPhone 2 months ago on 10/04/18. The phone worked fine at the beginning but 3 days later the battery started messing up that i had to take it to get the battery replaced. Now 2 months later my iPhone died completely. I placed my phone on the counter the night before. The next day when i wanted to use it the phone was completely dead. I thought the battery had died so i charged it during the day for hours waiting for it to turn on. It never did so i took it to get it fixed once again. At the place they told me it was the RAM of the phone that didn't work at all. I don't know how this happened because i took good care of the phone. That is why i give it a 2 over all rating.
            "
"38","I purchased this phone for my sister to replace a lost one.  She absolutely loves it!  So far I haven't heard any complaints from her.  The company who sold the phone sent it promptly, with a letter assuring that if I needed anything to contact them.  It's only been a few days, but so far so good.  Also the phone was in excellent condition and she no problem having her carrier- At&T activate the phone.  I keep you posted if anything goes wrong.
            "
"39","This is my first time buying a phone online and I was skeptical but I¡¯am so glad I purchased my phone through Amazon and Dealfisher! Everything works perfectly, and I easily transferred everything from my old phone to this phone! I would recommend everyone to buy their phone through Dealfisher<U+263A><U+FE0F>
            "
"40","One negative was that the battery condition was 85% of a new battery.  A poor battery (replacement) was the reason that my original unit was being replaced and I anticipated a new condition battery.  It was otherwise in essentially new, condition.  I would consider refurbishing including a new battery if, on checking, the original battery was only 85% of new.  The unit works well and this is not grounds to return it.  It just means some minor decrease in battery life.  Since I routinely recharge overnight, it is, for me at least, a minor problem.
            "
"41","Didn't meet delivery deadline and t phone stop working 1 week afterwards.
            "
"42","Ordered the phone and it arrived on time and packaged nicely.  No real signs of wear, and phone booted fine.  The problem ensued about two days after getting the phone.  It would no longer hold a full charge and began shutting off at around 18% to 24%, depending on if it was in power saver or not, a clear sign that the battery was defective.  For a refurbished phone that is supposed to ""work like new,"" that is unacceptable.  My son has an iPhone SE that he has had for a year and a half that has better battery life and battery wear than this phone.  Thankfully, we were able to get a refund, but I would not buy from this seller again.  Now I am down a phone and not sure if I am willing to trust any ""certified refurbished"" phone again.
            "
"43","Product description reads ""certified to work and look like new"". They are no where near like new. Mine came with a broken camera and the phone looks like it's 50 years old. The quality on Amazon is getting worse by the day. Instead of wasting his time with his blog WaPo, Jeff Bezos should focus more on his business and make sure Amazon stops degrading so rapidly.
            "
"44","I have bought this phone on June 25th but for some reason stopped working on October not even 3 month ..Now phone isn't turning on it seemed battery is dead or damaged ..I will complaint with Amazon
            "
"45","One of the first things they mention is that the phones are professionally inspected. Upon arriving, the phone wouldn't even turn on no matter how many times I tried or chargers I used. They gave me a lemon that clearly was never checked. Will be returning, fingers crossed the next one is remotely usuable.
            "
"46","The phone was great for the first couple of weeks, but then started acting up. The camera first started to lock up then the phone itself started to get hot. I tried contacting the seller thru email and even tried to call but never got a response. Of course now the phone is past its 30 day warranty.
            "
"47","I am HAPPY AS HELL with my purchase phone looks brand new ! And it was unlocked for metro pcs ! Thank you so much ! No complaints here
            "
"48","To anyone wondering if the should do it I'm here to tell you is worth it. I got my phone in 2 days and when I got it looked  brand new and it works like it and I had no problems connecting it to metro. I got from dealfisher btw
            "
"49","The phone didn't work properly... As per costumer service that device should not have passed the quality inspection process.
            "
"50","I purchased this IPhone 6S - 64GB - Space Grey Colour (Certified Refurbished) in October' 2016 and started using it. However now only after 7 Months the same has stopped working. I am not able to switch it on at all. I am in India and Apple Service Center is not repairing the same saying that it is out of Warranty. I have paid so much money and the same has gone waste. Apple Service Center in India has checked the history of this purchased IPhone through its IMEI Number and says that this phone has earlier also faced the same problem and now again the phone is dead. I have no idea what to do. I do not recommend anyone to buy Certified Refurbished IPhones.
            "
"51","This phone came as new! Mywit is a good seller! It came with a new adapter and charger cord. It¡¯s legit. The only thing I didn¡¯t like was that I paid for two day shipping and it didnt come til 4 days later but that wasn¡¯t amazon¡¯s or the seller¡¯s fault. FedEx is the worst delivery company. I will never use them again. Overall the phone is awesome. No scratches. No dents. Everything works. And I had no problem with my sims card. I¡¯m so in love with the color (Rose Gold)
            "
"52","I have had this phone for about a month and it has been working great. It looks brand new. No scratches or cracks. Battery doesn't last as long as it would if it were brand new but still lasts pretty long. Usually charge it once a day or twice if I'm constantly on it. The price is great and more affordable than buying it brand new. It worked fine with my T-Mobile service.
            "
"53","This is a great phone and it worked right out of the box, mostly.  I plugged in my T-Mobile sim card and the phone worked immediately.The only reason this product isn't getting 5 stars is that it shipped with the ear speaker clogged with gunk to the point that no sound came through until I cleaned it out myself.  Also, the cable that it came with didn't work (which I didn't realize until I was camping in the middle of nowhere with a dead phone).
            "
"54","My phone came 4 days early which is great. This is an honest review guys so I am going to be very honest. I ordered from the seller OlympicWireless and also fulfilled by amazon. When I opened the box the phone looked amazing. The only thing was the home button wouldn¡¯t press down. It still worked so that was no big deal. The battery health was at 86% which is not bad at all. Camera looks great and all the buttons work. I have not yet activated it because it is a gift for my sister as she is going from an android to an iPhone. As far as mechanics, it works great. I will be giving feedback as she uses the phone for a longer period of time
            "
"55","First off: I¡¯m the one that reads all the reviews, but have literally NEVER posted a review. This warranted one. The seller was Buyspry. The phone was absolutely FLAWLESS! Not a single scratch, dent, or mark. It¡¯s was packaged beautifully and even had a screen protector already on it. I¡¯m on day two of using the phone, everything works great and the battery life is what I typically had by the end of the day with my old iPhone. Hope this review helps anyone else who is like me in regards to reading all reviews prior to purchasing.
            "
"56","Very pleased. Searched quite a while and this was a great value.
            "
"57","Some of the reviews were scary so I purchased this with some trepidation. Unwarranted. My purchase arrived on time, looks new, was unlocked, no glitches and the battery life is great. Just wished it came with a $50 iTunes phone card. In other words, I have no sensible complaints.
            "
"58","Phone as described. Arrived 3 days earlier than expected. In excellent cosmetic condition. Battery life isn¡¯t all that great for extreme use and provided charger doesn¡¯t work but overall its a great buy.
            "
"59","Phone was in perfect working order.  It was unlocked as stated and there were no flaws in anything.  The phone even had the new plastic film to protect the screen and the back from scratches.  Have been using the phone for several months now with no issues.  Love it and would do business with these people again!
            "
"60","After four months of owning the phone, it shut off and would only enter recovery mode. I brought the phone to the Apple store. They told me that the whoever owned the phone prior tampered with it. Additionally, they mentioned that there was a hole in the phone where on a normal 6s there is no hole. Highly disappointed in the lack of quality and inspection in the refurbishment and will never waste my money again with this seller.
            "
"61","I was worried looking at a lot of the bad reviews to see if my phone would come out bad. So I took my chances and bought from the seller Chubbistech and I was very impressed by what had come, the quality of the phone was perfect with no scratches on the screen or anything. The phone was unlocked and worked with my sim. Over all a great phone.I want specifically mention the seller Chubbiestech from whom I ordered the phone. A very ethical and professional company with great customer care service. The person from their company Karen was very prompt in replying to my queries and was very helpful. O would definitely recommend to buy from this seller. A+
            "
"62","excellent product, without a minimum of detail, like new, without the most minimal cosmetic detail, excellent conditions, apart from what interested me that should be UNLOCKED for all operators, indeed it is and I can use it in Venezuela, I recommend this seller MyWit for future purchases, products of very high quality and cute packaging plus OEM accessories, thank you.
            "
"63","I bought 2iphones with 64 GB. I got one with so many scratches on the screen surface and I returned it. I thought 2nd one is fine. After I used the other one for 20 days I realized it's actually 16 GB. Few days ago i travelleld to India and I can't return it now.I got cheated overall.vwry bad expy
            "
"64","The phone arrived in an attractive MyWit box with warranty card. Condition of device was very good - screen is mint without scratches, battery is at 96% capacity, and back has one scratch and minor scratching around charging port. All in all a great deal and I would buy a refurbished iPhone from MyWit again any day. Be careful which seller you choose!
            "
"65","Now I¡¯m forced to change my feedback as this mobile is not working. This worked for 45 days and now it has 2 issues:1. Charging goes down from 80-90% to 10% or 0% sometimes.2. I¡¯m using same network in my both mobiles but this mobile appears as ¡®no service¡¯. To get the network, either restart or wait for it to appear.Now I¡¯ve to bare restocking fee and return shipping charges as return window period is over. Will not buy anymore used products.
            "
"66","I have waited 4 months so I could give a quality interview on this. Refurbished means that this phone once upon a time was used, so something was bound to be wrong. This phone overall performs really well and was a lot faster than my phone before this. The camera on this is quite astounding for how old it is compared to the newer phones. The only problem with this phone is the ringer button by the sound buttons. I have to fidget with it to keep it so the phone will stay silent and not turn off. Sometimes it can be a pain, but the phone in of itself is great and I would totally recommend from these guys. It came in a day early and was easy to setup.
            "
"67","phone was great. as advertised, but only lasted less than 4 months. had a 90 day warranty, which I get. asked supplier if they would do a discount to buy another under the circumstances and they said NO.
            "
"68","I got this phone from TechVenture. I ordered this phone on a Wednesday and the estimated shipping was from Next Tuesday to Next Thursday. However I got the product Monday, a day earlier. The products looks and works like brand new. No sign of use. I was able to add service to the phone with no problems. I love my new phone.
            "
"69","My iPhone was good for the first two months. After that it kept glitching a few times a day for no reason. It's still usable because it freezes for like fifteen second everytime. But these fifteen seconds could be frustrating if you were in hurry and it kept happening to you a lot.I don't recommend this product.
            "
"70","It was completely as advertised. No scratches or signs of wear. It works great and still $100+ below buying a new phone of the same age. I rated the battery life low just because it came at 85%. which is above  the guaranteed minimum. It would be perfect if the batteries were replaced.
            "
"71","What can I say about an iPhone other than it works.The phone was refurbished properly and I couldn't find any scratches or blemishes.  The battery is decent and it looked new.
            "
"72","LOVE this phone. I was originally very very weary and hesitant to buy from a third party especially after reading some horrible reviews. But this phone has been an absolute gem for me. I have had no problems yet. (knock on wood). It arrived in great condition as described. I am overall very pleased with this
            "
"73","Working great. I got the H2O wireless sim card and installed it in the phone. Called customer service and gave them the code for it. They updated my account with the new sim card and everything was transmitted to my phone with out any glitches. I did not have the pics but I had them saved on my PC and plugged in the phone to get them.
            "
"74","The product was good but its battery life is horrible. I mean you can see it drain in front of you within minutes. To add to to this, in cold temperatures you will see it go from 100% to 0% in like 2-3 minutes. This is the biggest flaw in this phone. I do not recommend people to buy this.
            "
"75","I had a 6S for a few years. We purchased this refurbished for my husband who didn¡¯t want to spend a lot on a newer phone. Battery capacity is only 84%. I assumed with a refurbished product it would have a new battery.
            "
"76","Works great and looks new.
            "
"77","i got mine from refurb outlet, at first i was very skeptical by looking at the reviews, but then my phone came and worked absolutely awesome no problems with it,came 2days early,and i recommend buying from refurb outlet everything is good about the phone, have no complaints
            "
"78","This refurbished phone was a dud. Its buttons were stiff on the sides. Somethng inside was loose and would rattle around like a screw.  After all of this it never powered again after the initial set up.  Dont buy refurbished unlss from Apple.
            "
"79","Had trouble with this unit.  When I would go to recent calls the screen would turn milky and I could not read the call.  Too clear this I would have to go back to the home page and reboot the unit.  After dealing with this issue so long I sent it back.
            "
"80","I bought this phone in June 2017Stop working after being reset by itself on August 2018Still brand new, turn on and charging correctly, Sim card show up normallyThe only issue, it doesn't give any access to any source of network (Wifi and Data) and it doesn't work via ITunes for the reactivationGo everywhere with it, they say it might be a server problem. Only Apple can check it.I don't have Apple store near meSo sad
            "
"81","Arrived in good shape with a few tiny imperfections.  Excellent value
            "
"82","Got the phone was unlocked and at first thought the volume was not working turns out the volume button was off love it now, doesn't hold a lot of charge for long but overall not bad definitely on board for the apple family.
            "
"83","Got this phone for my little sister (17yrs) and she love it. She said it works just fine. There were no scratches or anything. Although the battery life ain't so great but it an't bad either
            "
"84","My screen began malfunctioning a couple months in - it did it intermittently so I thought perhaps it was my screen cover and didn't contact the seller. It turns out, it was not my screen cover, it's the phone. It's barely functional. To make matters worse, the ringer doesn't work. I wish I'd spent my money elsewhere. I have bought refurbished products from other sellers previously with no issues.
            "
"85","Literally was skeptical because I researched and found negative reviews about refurbished phones, but this phone came and not a scratch or dent was on it! Looked new felt new and the battery life is great!
            "
"86","Didn't have a problem activating, MEID was clean. Just had to get new SIM card from my carrier. Will update review if anything changes, so far so good!
            "
"87","It started out where it would say no service in areas that i had service previously and I am disappointed in that. Now almost 9 months later, and the phone will die so quickly. The  battery barely lasts. I am pretty upset. Sometimes it will die at 6% or so. Overall I am not impressed and would not recommend as a solid day-to-day phone. I wish the battery was not so bad.
            "
"88","I was a little skeptical after I saw all these reviews from, so many different sellers. But when I got a gold 64gb iPhone 6s from the seller MyWit, I actually was surprised to see it in a professional looking box, in perfect looking condition. There wasn¡¯t even so much as a scratch or dent on the phone! I¡¯ve had it for around 2-3 days now and see no problems at all so far. Would definitely recommend from this seller
            "
"89","I have long thought whether to buy here iphone 6s, because of the large number of negative reviews. Still decided to buy and did not regret it! Case and screen in perfect condition - no scratches! For this price-it's the perfect device.
            "
"90","For one, this phone is not virgin mobile compatible even though it pops up when you type in virgin mobile phones.Secondly, the phone was dirty. Something sticky like a booger on the power button and the screen was all smudgy. I know it's refurbished, but it feels like a 12 year old refurbished it. Will be returning it, lesson learned.
            "
"91","I bought two of these phones. One came as good as new, the other one not quite. The main microphone does not work during calls but It does for taking voice notes. Also there is no way to silence camera shutter sound due to the fact that the phone came with an asian software version. It also came with lots of dirt inside both the power and the headphone connectors. Unfortunately I was able to try phone calls when I got back to my country and now I dont have the chance to take it back and ask for a refund. I regret not having bought the Galaxy S7 in B&H. One extra star because the rest works just fine.
            "
"92","I really needed to upgrade my phone but since I don't have a contract, it seemed financially out of reach until I found this phone on Amazon. I love my new phone from how it looks to how it performs. I only have to charge my phone once a day now when on my old phone was constantly plugged in.
            "
"93","iPhone 6s came in a good condition. The box it came seemed to be used a lot. Looked like a box to send iPhones for repair. The phone itself came in an almost perfect condition. The preowner was probably using a protection screen. The screen came without scratches in that area where the protection screen was placed. Right next to it little scratches on the glass, but totally acceptable. USB cord and plug came brand new. No ear plugs. Housing was also without scratches. At the end ""all good"" !
            "
