"","x"
"11","Exactly as described. Unlocked . Worked immediately in excellent condition. Battery is in prime condition.I believe the people that are reading negative reviews are using iPhones that they received from these guys to try and put their SIM card from Verizon or Sprint which are still pulling from cdma based networks which is why it's not going to workThe phone is GSM unlocked not factory unlocked there is a big difference the sooner people educate themselves on the difference the better off our society will be
            "
"12","Phone worked only for 1day and then it started acting up. It was stuck on the apple logo and it kept going off and on. Please don¡¯t trust these product. On top of that I had to pay additional $10 to return it.
            "
"13","This phone looks and performs like it's brand new. Not one scratch. The phone came with a screen protector and a charger. I was surprised as other reviews said they did not get one. For $269, I feel like this was a steal, compared to other listings. Hopefully nothing goes wrong with the phone later. But with the Amazon 90 day guarantee I'm a little more at ease. Never bought a refurbished phone before. Not sure what to expect. As far as my order, I am happy with it.
            "
"14","I actually never write reviews. I am a business owner and I know what it feels like to have a bad review posted. That being said I want to warn the consumer.I ordered the phone it being factory refurbished I new it was risky but, the savings was enough to consider. The phone worked for a total of two days. Then began to shut of and continue restarting and then saying on for about 1 second and shutting down again. I then had to go a verizon store and just get a phone because I needed a phone by that time...Hear is the biggest hassle to return the phone you have to take Iphone cloud off. I couldn't do that because my phone wouldn't turn on. I called them and they sent me a link. I had to login and switch the phone to no longer in use. For most people that may not be a problem. I'm not very tech savy so again it was just more of a hassle.The company did have amazing customer service they picked up right away. That why this isn't a 1 star. They also had an easy solution to turning the Iphone  cloud off.
            "
"15","The phone came with a case and a screen protector..the phone is perfect its new theres no scratches no cracks way better than expected
            "
"16","Purchased this refurbished phone to replace my Iphone 6, only to have it freeze up every few seconds using it.  Had to hit sleep button, resign in, and continue what I was doing, but this happened way to much and found extremely annoying.  I was unable to return it, because I waiting to long to activate it.  So, I had the front screen replaced, and everything worked fine.  I agree with other people, that if you are selling refurbished products, it should be fully tested, before selling for over $400.  Very annoying.
            "
"17","The device stopped working after less than three week. I tried to contact the seller and was unable to get any substantial communication. I had hardware issues that I was unable to have fixed right away because I was out of country. I had to pay Apple to replace the parts because they were not actually Apple parts. This is a purchase I truly regret making, I have been extremely disappointed!
            "
"18","First, seller did a great job and I think I got a good price for an iPhone 7, I just think ALL CELL PHONES are way way way too expensive. When a Cell phone costs more than a good laptop computer that is too expensive.  Second all Smart phones have horrible battery life.  Apple's iPhones are no exception.  There is a mode on the iPhone 7 to allow for an extended battery life setting.  But I see no difference between the extended setting and the normal setting.  I do not use my phone except for emergencies so I would expect the phone to last 5-6 days between charging, but I am averaging 3-4 days between charging.  I am having an issue that the WiFi doesn't see both of my wireless networks (dual band router). Seller tried to help but Apple's support said if it sees a network that's all they care about.  Phone appears to be working fine and so far I am happy with it.
            "
"19","Excellent phone! Not even a scratch on it! Only drawback is that,it has come without a box and earphones or a connector and an original iPhone charger!
            "
"20","This iPhone 7 matte black was a good purchase for me because my old phone was slow and battery would run out fast but with this iPhone it seems to last me the whole day of usage without charging it back but theres two problems first the fingerprint doesn¡¯t work so good it took me a while to set up because it would say an error and second of all when I wanted to put it to charge, it wouldn¡¯t charge unless I fixed its position but overall I can fix those miner problems and it was worth it.
            "
"21","Be cautious, this says Apple is the seller but once you purchase it will update the ""sold by"" line to a third-party seller (mine was called MyWit). That means you're not covered by Apple protections on a refurbished device. The phone I got didn't have it's battery replaced in the refurbishment. I had Apple run a test within a month of purchase and they said it definitely needed to be replaced (battery drained to 25% after using it for 3 hours) and it would cost $30 for a new battery (I eventually talked Apple out of this once they realized how I had been mislead, and how the refurbishment was done poorly). When I contacted MyWit for a replacement, they said they don't do replacements, but I could return the phone and buy a new one. Seems reasonable, except that the price was fluctuating every day and had increased between $20-$60 since I had purchased it.The phone works OK now that I got Apple to fix it, but just be aware this isn't actually Apple selling it, so it's a riskier buy. Go to Apple.com and look at their refurbished devices if you want to be sure your phone was properly refurbished.
            "
"22","Overall a great product. Came in almost perfect condition with a glass screen protector already on it. I did have to get the battery replaced, no big deal. Shortly after the battery was replaced the camera and flashlight stopped working. Apparently this is an issue with the iPhone 7s in general (that's a risk you take when buying a refurbished phone)... I was able to get it replaced as well though and I have a perfect working phone.
            "
"23","My 32 GB 6 got knocked over by a 3 year old the other day and some wonky pixel lines messed up my screen, so that I couldn't even unlock it.  I got this 128 GB Black 7, and now I have tons of room.  It looks and feels brand new, charged like a champ, battery life has been great, camera is wonderful even using my iphone 6 case.  I could not be happier.  Seriously, I'm dancing around about this purchase!
            "
"24","Buenas tardes... pense que el celular era nuevo, ya que me vino rallado y sin la caja original, me parece un total abuso y hasta estaria dispuesto a devolverlo, son una estafa total! pido la devolucion de mi dinero
            "
"25","Phone WAS NOT unlocked when it arrived. Was still locked by AT&T. Had to call Apple Care and AT&T before I could get the phone unlocked and operational.
            "
"26","I can¡¯t even use the phone because it won¡¯t read any SIM cards... can¡¯t make calls or text anyone and can¡¯t use data. Super irritated and probably will never do this again. I¡¯m returning my today.
            "
"27","The phone came with its own screen saver and had no cracks on it. Was worried about getting a broken one like some of the reviews, but it works (for now anyway). But there¡¯s a camera shutter sound whenever I take a picture (iPhone camera, Snapchat, instagram, etc). I looked online and they said that phones in other countries have it illegal to have the shutter noise on silent (but in the US it isn¡¯t like that), so if anyone knows how to silence that it will be great. Everything else on the phone is fantastic!
            "
"28","I bought this phone for my mother and she loves it. It was in great condition and functioning great! Also came with a tempered glass cover on it «Ã
            "
"29","The phone was shipped on time, looked great and functioned correctly.  However, it was not unlocked and I am unable to get my current carrier (AT&T) to unlock it so I can switch carriers.  I now have to call the other major carriers to see if I can convince them to do it or just purchase another phone that is for the carrier that I want to switch too.  Ultra frustrating.
            "
"30","There are too many problems. The earphone was not heard from left side. Also when I call, I can hear the other person's voice, but other person can't hear my voice. The problem is serious <U+0001F621>
            "
"31","Be careful ordering from this seller. Do not buy. When I received the phone, I went to turn it on at the boost mobile store and he was able to give me a new sim card, (which I paid for) and a number. The boost mobile store guy then told me it was not picking up a signal and he tried updating the phone, and it did not work. He told me that it was a known iphone 7 problem, and I had to go to the apple store. I went to the apple store who first told me they would send the phone out (to I am guessing apples corporation because they could not fix it in the store) and give me a phone to use until I get mine back. Another lady then came to me and said since the phone was refurbished that they would send it out but the corporation would just send it back unfixed because it is refurbished, so they gave me another option to trade my iphone 7 in to them since it is in perfect condition and it is worth $250 off of whatever phone I buy from them. I then looked up the ¡°problem¡± the iphone 7¡¯s are having, and it says some iphone 7¡¯s Apple has determined that a small percentage of iPhone 7 devices may show ""No Service"" in the status bar (even if cellular coverage is available), due to a component that has failed on the main logic board, the seller also lied and said thathe checked everything to see if it works, which he lied he knew it would be like this. Now I am going through all this trouble teying to figure out what to do, so beware you will be waisting your money, and time.
            "
"32","I am totally unsatisfied with the bought. The iPhone is defective and I tried to return the item but Amazon informed I have to pay to do that and this is extremelly expensive here from Brasil. I would also like to be able to return the product but without having to for very expensive mail rates in Brazil.  I wish I had not made the purchase.
            "
"33","I have to return it.  Not fully unlocked.  I couldn't connect it to Tmobile.  We wasted  a day going to Tmobile and then Apple store.  No one was able to help us.  They said couldn't connect to network.  VERY, VERY unhappy.
            "
"34","So the iPhone itself on the outside was good looking. Small scratch on the bottom of the screen. Software seemed to work okay but I only had it a few hours before I decided to return it. This is why: I went to test out the camera and it couldn't focus on something even when I tapped on the screen to tell it what to focus on. The screen when using the camera ""jiggled"" and my husband pointed out the clicking sound coming from the hardware of the device. Then I noticed the camera was shaking! Then we couldn't hold the phone because it overheated! So yeah it got sent back. True review with no lies.
            "
"35","I have gotten a Japanese or Korean phone and I¡¯m in the states. My camera shutter sound will not turn off because it¡¯s illegal there to have the shutter sound off.  The phone will not stop glitching and crashes a lot. It looked like it was in great condition but it was not.
            "
"36","I was extremely excited to get my iPhone 7, but it turned out to be a very frustrating situation. I went through the process to start up the phone and get to the home screen. The first thing I tried was to put my SIM card into the phone, but it didn¡¯t work. It searched for minutes only to say ¡°No Service¡±. Then I tried using the camera app, but it glitched out every time I attempted to take a photo or record a video. I looked up the problem and the articles said to check Voice Memos to see if you get ¡°Recording Failed - No audio devices found.¡± <U+2014> unfortunately, I had this problem. The only good aspect to this phone was its look, nothing else. Overall, the phone is broke and unusable. I bought my phone from ElectroWireless; they ripped me off completely. I expected a working phone from the description, but instead I was shipped an exact opposite of it. I am very upset.
            "
"37","The phone(iPhone7 - 256GB - black) came with a fried modem. Within 24 hours an alert saying ¡°Carrier Update Failed¡± popped up. After that I had no bars, instead it was replaced with ¡°No Service¡± and a warning icon.Besides the defective internals, The outer casing and glass were in good condition. Only minor nicks in the aluminum from the previous owners case.I¡¯m currently sending the phone to Apple for the iPhone ¡°No Service¡± repair program, as it is still eligible.
            "
"38","I purchased an Unlocked silver 32GB iPhone 7. Phone appears to be in great condition. However I received a rose gold phone that is not GSM unlocked.Please advise.  I really need to have this phone unlocked.
            "
"39","I bought this phone and within 6 weeks, the motem had totally failed, which prevented me from getting any service at all. I bought the same phone again through this listing but from a different vendor and had the same result. Just spend the extra money to get a brand new phone. These refurbished phones aren't reliable.
            "
"40","from ecuador I bought an iphone 7 128gb and my daughter brought it to me and when I tried to use it I realized that the headset did not work and the speaker option was also inactive .. I took it to a technical center and they told me that they would have to check it his repair would cost between $ 50 - $ 120, so I do not know how to proceed since it is the first time this happens to me
            "
"41","Product worked fine for first two months and whenI travelled abroad it did not last more than two days. By the time I returned from abroad, the return window period closed. The screen keeps suggesting to connect to iTunes and when I did it tries to restore but fails repeatedly, does not go any further. Being unable to contact the seller, had to use to my old iPhone. This was my first refurbished iPhone I bought and wouldn¡¯t suggest buying one anymore.
            "
"42","After having this phone for 61days the phone started freezing up , force closing and the back camera stopped working (it was just black , no image would show when you pull up the back camera) and the flashlight stopped working . Not happy with this phone at all . This didn¡¯t even last me 3 full month so it was definitely not worth the money <U+0001F616><U+0001F616>
            "
"43","I got this phone back in March after my old one was stolen. It was decently priced and I was desperate. It worked great, looked and felt brand new, I had no problems connecting it with my carrier! After about 6 months, it started to freak out and restart all the time. My apple ID no longer would work so my imessages were turned off, I couldn¡¯t facetime. It was a nightmare! Also when I would barely put it down on a table the screen would freak out and it was restart again. Sometimes I would have to forse wake it. The people at the Apple Store told me that there was something wrong with the hardware and that many certified refurbished phones have had their hardware touched or messed with during the refurbishing process. I ended up getting a brand new phone about 8 months after I purchased this one. Bottom line, don¡¯t buy this phone if you want it for a long period of time it will have so many problems in the long run and it¡¯s more worth it to spend the money on a new phone.
            "
"44","I ended up searching on Amazon for the iPhone 7 after my original was non functional and two of the replacement phones the AT&T insurance vendor sent were also individually non-functional not to mention they only had black when I originally had a silver/white that matched my case. They sent me a check to find my own and so I got a refurb here in my desired color.Everything is pretty much equivalent to my original phone in wear and tear (minor scratches and dings) aside from the fact that the screen lifts on the bottom left a little and I feel it may be effecting the touch screen efficiency.I was also surprised to find it had a screen cover already on it when I received it which I bought separately with the phone not expecting that bonus! So I was very pleased.I also received a charging block and cable with the phone.
            "
"45","Purchased is item based on the Amazon reviews. Extremely unhappy with the purchase and the item is not as described. Below are the issues I faced on this refurbished phone.1) When making and receiving calls hear alot of noise ( like raining on the other side and birds chip sound). It took some time to realize from where that sound is coming, tried calling multiple numbers and its the same everytime.2) Phone gets over heated and felt like its going to blow up. Very scary.3) Noticed battery drops from 92% to 76% with a single call which lasted for 5 min. Definitely not a good battery, could be fake.4) Noticed call drops and ""No Service"" while on the phone. Weird, had to do sim in and out. Seems like the SIM card tray is not firm.5) The speakers on the phone are not functioning as it supposed to be, very distorted sound.Very unhappy with the purchase
            "
"46","Very satisfied with my refurbished iPhone 7, been using it from like 3 weeks and everything looking and working fine, its looks like its almost new and came in a really good package and a screen protector (tempered glass) to protect it, it also came with USB lightning cable and a wall adapter, the only thing I did not like about this seller (and I¡¯m not really sure if is he's fault), is that it came without invoice, but I know that happens sometimes so, its not a big deal.
            "
"47","It¡¯s a great product, I am really happy with my brand new iPhone. It¡¯s was good deal. I highly recommend PRIVI. Thank you so much and God bless you!!
            "
"48","This phone looks new and the battery is phenomenal. Popped in my T Mobile sim and it was ready to rock and roll. Everything about this phone has been as expected EXCEPT the screen. Sometimes it works perfectly, but about half the time it does not. It doesn¡¯t recognize the correct location where touching the screen. For example, I¡¯ll try typing a word but it¡¯ll recognize keystrokes from the other side of the keyboard. If I lock and unlock the screen a few times it will act normally.  I cannot find out how to reach their tech support.
            "
"49","So far, I LOVE this phone. Looks like new, everything works as it should, battery holds its charge great. No issues whatsoever. Even the clerk as TMobile commented on what a great phone it is, and at such a terrific price.
            "
"50","I was nervous upon buying this however it did not disappoint. The phone was in perfect condition, however did not come with the original charger. There was no damage, works perfectly and doesn¡¯t seem to have any functioning issues.
            "
"51","Phone seems to work well and is fast. Arrived looking great. The battery how ever is bad. Per the phones battery health the battery is degraded and will not hold a charge. I can not even use it for an hour.
            "
"52","I bought this from BuySpry In September 2018. The battery was just 1% higher than the cut off limit for the free battery replacement from Apple, until the first week of 2019 (when the battery replacement wouldn¡¯t be free anymore). Now (April 2019), it¡¯s at 75% max capacity and doesn¡¯t last for long after just casual use.It arrived with a little chip out of the side near the volume buttons. It¡¯s just cosmetic but it still irks me.The screen is also starting to mess up. It doesn¡¯t always sense when I swipe across the screen to answer a call or when I type.So now I¡¯m going to be down another $50 at least to get another digitizer and battery.I gave it 3 stars for value for money because I¡¯m still not sure if it would¡¯ve been easier and cheaper in the long run to just buy new.
            "
"53","Overall, this was a great phone and a nice purchase. It did come two days late, but it wasn¡¯t a major issue for me. The phone came well packaged and was not damaged. However, there are a few white specks on the back of the phone that I can¡¯t remove and there is also a small scratch on the screen, but nothing too bad. It works perfectly fine and is pretty fast. It is also ¡°GSM unlocked¡±, which Verizon said wouldn¡¯t work with their carriers. But I tried the SIM card anyways, and it actually worked. So overall, I¡¯m really pleased with this purchase.
            "
"54","Seems to work well. I¡¯m enjoying a battery that lasts overnight and apps that don¡¯t crash every time they open (like my poor older phone). Overall, seems to be a good product so far. A couple minor dings on the corners of the phone but it came with a screen protector which is great. My only other complaint is that it has trouble with my parents¡¯ WiFi, but they don¡¯t have the fastest internet to start. And of course I hate that it doesn¡¯t have a headphone jack (but that¡¯s an iPhone thing not an amazon thing).
            "
"55","Saved up for months and months to purchase this, when I received it, the camera was completely broken. The exterior looked strange and it refused to take any pictures. The lens would shake and shake and it would show a blue screen but the rest of the phone was functional.
            "
"56","The phone was in perfect shape. But it did not work with my Xfinity account (uses Verizon network). Too bad. Nice phone. They did a quick refund, about a days turnaround. Pretty incredible.
            "
"57","This is a recurring experience to me !!!. The price was very attractive but you know every cheap thing always comes with a hidden cost.  The iPhone worked only 14 hours !!!, and then it suddenly turned off without any warning. Since then it never worked again. Taking into consideration that the seller was a certified seller, I went to an apple store to get it fixed cause seller said the mobile phone came with 90 days of warranty. Apple store guys told me ""this phone was sold damaged by us and also sold AS IS !!! we can't believe this seller did not warn the buyer about the phone condition."" I say it is a recurring experience cause in many times ""certified sellers"" are not as certified as the must be. Apple store was located in Boston (Boylston). Finally time wasted for nothing !!.
            "
"58","Wi-fi button doesn't work, so you can't connect to wi-fi even after restarting the phone, battery shows different digits every minute from charged 80% to 5% in just a minute. The phone would turn off and on by itself. After purchasing this item I sent it back and got a refund. Although after about a month my card was charged 130$ from Amazon and I didn't make this purchase. This phone was the only item I used the card for this website. So yeah terrible phone and possible fraud on the card from this account.
            "
"59","I think this is a knock-off item. On the back of the phone, it has the words ¡°iPhone product¡±. It¡¯s not a real iPhone.Also, it did not come with the earbuds and lightening jack connector as advertised. These we will end up needing to buy separately. It works, but it¡¯s pricey for basically a fake iPhone.
            "
"60","This is my second iPhone purchase from amazon but first from this seller and I am very happy! It actually came a day earlier than promised which is awesome! It has two TINY scratches on the back but you really cannot see them so it looks and works as a brand new phone! Thank you!
            "
"61","I just received my product today. Comes with a screen protector and lookes like new. I see no scratches or dents etc. I too was skeptical about this product for being 290$. So far works perfectly I just popped in my SIM card and it worked right away. I highly recommend buying this!
            "
"62","My iPhone 6 took a swim and I didn't want to $700 -$1000 for a new phone.  This phone works great, I just transferred my AT&T sim card and updated via iCloud.  The iPhone 7 and above are ""waterproof"".  It's the same size as the iPhone 6.
            "
"63","Bought this as a gift for mothers day. Was going to be first iPhone, so I didn't really care if it was somewhat slow and the battery didn't work as good. Well, after I received it, I checked it out myself and I was impressed and satisfied with what I was looking at. The touch, speakers, battery and screen were in great condition. I do wish they would just wipe down the phone and clean it before sending it out though.
            "
"64","Very unhappy about my purchase the phones are supposed to be unlocked so you can program them and they are not I have to return it and with that I am out on the screen protectors as well
            "
"65","So far so good.Bought refurbished iphone7 128gb from eKings.I received this product within a week. It came in a plain white box, it did come with brand new apple charger. The phone looks brand new. No scratches, the screen and back have a protective film on it which I appreciate. So far from what I have tried everything works. I did notice a little dust in the charger port and speaker area but that¡¯s no big deal. I did notice the phone got hot when I used an off brand charger.I will try to update this post in a month or two.
            "
"66","OMG I finally got it! Now I know why kids will stand on line for iPhones for hours. After fooling around with Motorola smart phones for 9 years, none of which were particularly impressive or worked particularly well, I have finally come away from the darkside of cellular and into the light. This thing is great and it wasn't very hard to set up. The security on the phone is outstanding. I bought this iPhone 7 (256GB) for myself and the iPhone 7+ (128 GB) for my wife for less than $1K .  All my kids, and grandkids told me that the iPhone 7, with loads of memory, and an upgrade to the IOS 11 operating system was the way to go. They were right. These phones are an outstanding value.
            "
"67","My son purchased this phone because he broke his phone. The phone was not charged at all, and the charger they sent with it was not an apple accessory; it would not charge the phone. I had to charge it with my charger before I could do anything. It just seemed like a very cheaply done refurbish. Won¡¯t purchase from them again. It was still expensive and should have come with the proper charging equipment.
            "
"68","The phone is in very good condition, the carcass did not have any type of scratch, mark of blow or damage; the touch screen works without problems; the quality of the audio is very good when making calls; Apple's own functionalities work without problems. It includes a generic charger and does not include headphones
            "
"69","This is working out perfectly so far... great condition, great battery life so far... the only thing I didn't expect was the glass protection screen already on it... it made the cover I got for it a little difficult to install. Other than that... very happy so far with it.
            "
"70","Ok after a month of use I can say the phone is like brand new for $400 (what a bargain). Got the phone in a nice box with a charger, cable and an Amazon renewed booklet. I'm using the phone outside of the US without any issue.
            "
"71","Very bad, recive with scratches!
            "
"72","Prompt shipping. Phone looks brand new. Works great, but it has only been a couple of days. The battery is only 84%, but that is to be expected on a refurbished phone, and can be easily replaced in the future. All good so far! 100% happy.
            "
"73","I got what I paid for. An iPhone refurbished, working and rolling. Only minor scratches (like one small). I haven't fully see how battery life will be, but seems okay. I bought it from Quick Deals CR (with Prime). If you want an iPhone, plus the benefits when buying from Amazon, I think it's a good deal.
            "
"74","Do not buy this phone, there is no way it¡¯s certifiedI am now 3 weeks after my return window and the phone stopped workingI took it to get fixed and they said it¡¯s under no warranty as it was just mashed up from different parts
            "
"75","Phone arrived in prestine condition, with a new charger to boot; HOWEVER it is defective. My phone doesn¡¯t pick up signal from any SIM card that is inserted. It is a known issue for iPhone 7¡¯s that start with Serial # A1660. My iPhone starts with that serial number and because I¡¯m not the original purchaser Apple is charging me $300 to fix the issue. Fix this.
            "
"76","So far, this phone has been working as expected. No disappointments
            "
"77","I even do not want to give a star. This product is a garbage. It keeps turning on and off by itself. I can¡¯t even use a minute. The seller is trying to cheat on us. Be careful. Evil.
            "
"78","Upgraded from the 5s. Love my new phone. Looks like new !!!! The battery life is DECENT but that¡¯s not a problem considering I¡¯m not the type of person who is constantly using their phone. Didn¡¯t come with case and screen protector btw
            "
"79","I¡¯ve had this phone for less than a year. I¡¯d love to return but they won¡¯t let me ( of course). And within 6 months the vibrate features became very aggressive. I¡¯m told I was sold a phone with a faulty Taptic Engine as well as an often unresponsive touch screen. I¡¯d like to buy a newer iPhone but I can¡¯t sell it to anyone bc I can¡¯t justify f***ing anyone over with a phone that is ¡°operational but still broken¡±
            "
"80","Muy bueno
            "
"81","Like a new phone without the price
            "
"82","This company needs to be closely watched because I made a purchase and they said the phone was fully unlocked but it was not I want to AT&T to try and get it unlocked and the Apple store and they told me to send it back to where I get it from it was no good they could possibly unlock it but it will cost me an extra $300 to have it unlocked they are charging me to ship it back to them when in the fluid off the phone was locked
            "
"83","Phone arrived on time and included a charger. I had to revise this review after a few days of receiving the phone. Everything was fine. The phone worked and got service. I absolutely loved it. However, the phone randomly stopped working with Verizon. I couldn't send/receive text messages or phone calls and it wouldn't even connect to wifi. I had no way of contacting anyone and I had to be somewhere that night. It was beyond frustrating. I went to Verizon to hopefully fix the issue, but the IMEI number on the phone was not even legit and they could not do anything. Spend the extra money to get a real iPhone from Apple or a trusted friend. It is not worth the hassle, trust me.
            "
"84","The phone it¡¯s selfnis alright, the charger I received with the phone has stopped working all together. I take good care of my things so I know it¡¯s not me. I received my phone at the end of October. It is December 6th and my charger isn¡¯t working. That is a problem. Now I can¡¯t even charge my phone anymore.
            "
"85","Phone is awesome. When you're on a call the volume is low could barely hear  so we switch to speaker. But over all the phone is great ot looks great no other problems i will be buying again in the very near future.
            "
"86","My package came on time and the iphone 7 looked new. There were no scratches or marks on it. it's unlocked so no bundled apps to bog down the system. It works great with T-mobile. I paid 1/2 of what i would have paid if i went to the A Store. It has the larges memory and the best price and functions well so far.
            "
"87","nothing but problems since I bought it, mic sometimes doesn't work the camera sometimes doesn't work,took it in to have it fix and a was told that it was falling apart inside missing screws every where.and that  I have to replaced the charging port too, was having trouble charging it.
            "
"88","Apple iPhone 7, with a three month warranty.  within two months of purchase we began having issues with this phone.  A week ago the phone completely locked up and shows nothing but the apple sign when powered on.  I have contacted the seller twice through recommended email and I still haven¡¯t received a reply.  Completely dissatisfied with this purchase. <U+0001F44E><U+0001F3FC>
            "
"89","Overall the phone is great especially for the price. It¡¯s Friday April 26th, 2019 and I¡¯ve had my phone for a week now. I read a lot of comments about not being a bale to use the phone due to network problems, but mine worked perfectly. I¡¯m with cricket who¡¯s also owned by AT&T and literally all I did was switched SIM cards and the phone worked. I had an android and did the switch and had to save contacts and other information, but it¡¯s a great purchase
            "
"90","The phone is not unlocked. The battery life is zero. So upset cos Ispent so much time now need to look for another phone.
            "
"91","the first few days the phone was working real fine and when it came to the 3rd day the service went out and i went to tmobile and they said its been reported stolen. Then the day after the charger won't fit all of a sudden and also the screen would randomly go black. I hope i get my money back for all this.
            "
"92","My phone works great, I have had it for over an year now. The only problem is once when an Apple software update had a glitch and my phone started rebooting continuously, and I couldn¡¯t rely on Apple¡¯s Genius services to solve it. But I guess that is the only downside.
            "
"93","We have been using the phone for about a month now -- ZERO ISSUES!  Arrived in perfect shape.  No scratches at all.  Unlocked and works great in Germany.  Arrives in plain box with charger plug and usb charger.  Highly recommend refurb over new.  Great value.
            "
"94","The phone is in good condition but it¡¯s not unlocked like it says. I live in a remote area that only gets service from certain carriers and since i¡¯ve been lied to, ive been struggling to even activate this iphone.
            "
"95","I don't usually give five stars on any of my reviews so this item is a rarity.  Phone worked perfectly on GSM T-Mobile.  Just inserted the SIM and added Apple account and the phone hasn't given me any issues after about six weeks of heavy use.  The phone had absolutely zero blemishes or any type of damage.  Absolutely no scuffing of housing or scratches on screen.  It looked brand new.  Sorry no pictures.  Very happy with this purchase and will be looking at buying another from this seller.  Hopefully it'll be in similar conditions.
            "
"96","I was afraid to get this phone when I read the reviews but I took a chance. I am not disappointed. It looks brand new and everything works great.
            "
"97","el telefono me funcono bien 10 dias . Luego estuvo con la posibilidad de comunicarme por wp pero no pude recibir no realizar llamadas.El departamento tecnico de apple diagnostico falla del rutter.He resulto devolverlo en mas o menos un mes que estare en Miami para poder enviar por correo seguro  el aparato dado que desde Uruguay me parece menos seguro.Agradezco a Amazon la rapida respuesta y la aceptacion de mi reclamo y el reemboslo del dinero.
            "
"98","I purchased this phone, and it came with a supervision profile installed, which allows someone to monitor my internet usage and location.  The top of the phone says ¡°This device is supervised by TEST¡±.  This is not acceptable.  If this cannot be removed, I will need to return the phone.
            "
"99","Phone keeps disconnecting from cellular service. Apple claims this is normal for this model and it needs to be repaired. If the refurbishing replaced any of the internals this will cost $319.
            "
"100","I brought this as an early Christmas gift for my husband. This phone came earlier than the estimated shipping. I also think the cost was inexpensive. The condition was great, no complaints from either one of us. My husband loves his phone and now on team Apple. I will definitely be purchasing again when it¡¯s time for an upgrade
            "
"101","Battery was at 100%. There were no scratches or marks on the phone at all. Came with a screen protector already in place and generic charger. Unfortunately it would not work with my carrier which is a GSM carrier. Had service for about an hour before it cut off and never came back. My carrier didn¡¯t know what was wrong with it either.
            "
"102","Extremely affordable price especially for 2 of the 128GB memory storage, ilmy sister was just going to buy me one as a gift but when I noticed the price for 2 she said that was a deal and may not find it anywhere else.When the phones arrived they were very well packaged and even included a small tool to be able to open the SIM card location that was a plus and thoughtful add.Recommend this sell for everyone.
            "
"103","Bought this device for my mother-in-law's birthday. Everything looked fine, however, the audio was damaged and came through muffled. I returned the device for a replacement and after almost two weeks have not received it. Not worth the headache. Get your refurbished devices directly from Amazon or Apple and save yourself the trouble.
            "
