"","x"
"11","Read my review before make your decision!!!!!!!!!I have purchased the S8 from this seller for around 5 months only. I have never dropped the device, never done any physical damage to the device, never done anything to the operating system. Then when I was using the cellphone for fun, suddenly it shows an problem: Device Storage Corrupted.Therefore, considering this device is still under US one-year warranty, as the seller states in the product description, I contacted Samsung service and sent the S8 to repair. However, Samsung repair center told me that the motherboard of this device is replaced, therefore, it is out of warranty... I am not sure if the seller has an explanation on this?If not, I can only suspect that the seller has done something to the device. Then Do not buy anything from the seller! It will not be under the warranty if there is any problem!!! The Samsung would say it is not from official sellers, they won't be responsible for it!!!
            "
"12","The good: I'm really glad that I got this over spending more for a Verizon phone. There's less garbage on it from the carrier (and the few things that it tried to install when I inserted the SIM card were able to be uninstalled). The battery life is pretty crazy. Even without the power saver mode turned on, it lasts all day. Switch on power saver mode and it won't use hardly any power unless the screen is turned on. The curved screen doesn't cause issues with the touch screen while using it one-handed, and is positively gorgeous. People actually ask me what phone I have. The camera is super fast and takes amazing pictures.The bad: Bixby is not what it's cracked up to be in my opinion. Sure it can do some cool stuff, but 90% of the time it's not helpful. Additionally, there's a really quick, perceptible wait for the microphone to turn on when you hold the button down. I also tend to push the button (or it gets pushed as it's going into my pocket) on accident. For some reason when I type the microphone key on the keyboard to do voice dictation, it refuses to use the Google voice recognition engine. It's not really slick so it won't fall out of your hand, but when I put it screen down on my nightstand, there's some coating or something on the screen that will actually let the phone slowly slide around (because the table isn't 100% level).
            "
"13","This is for the model SM-G950 and SOLD and FULFILLED by AMAZON.*I bought this phone from Amazon directly, so beware of other negative reviews from other shops*So far I love this phone. When it arrived it was clearly brand new in the box, never been touched. It also came with Samsung headphones inside the box, even though the option I selected was 'phone only'.  It is lightning fast and the camera is incredible!  It was an easy transition from my old Galaxy S5. I am with Tmobile and had to go get a micro-sim activated for this phone. Never had an issue in compatibility with T-Mobile and my overall service coverage actually improved. There is a minimal amount of pre-installed apps which is nice as it won't slow the phone down with unnecessary bloatware.  Completely satisfied with my purchase and will update if anything changes.
            "
"14","Great phone! Good touchscreen response. Great camera, ect, etc. Would have been perfect if they had packaged the right one. I don't live in freaking Europe. Samsung fail, not Amazon. The box listed the model as SM-G950U1 (USA version). Inside, factory sealed, was SM-G950F (international version). The IMEI number even matched. How could this error possibly happen?!? It cost me half a day dealing with Verizon trying to figure out what the problem was.Pissed
            "
"15","This phone was rated as ""good"" from warehouse deals. When it arrived it was in the factory box and looked like it had never been opened.  The plastic was still on the screen. I found no scratches or imperfections. My carrier is Sprint. It is truly unlocked for all carriers.They had me hooked up in about 15 minutes. The clerk asked me if i had bought the phone new from Samsung directly. He told me it was the unlocked version that would work internationally too.I have had the phone a couple of weeks and it has performed flawlessly. This was another great buy for me here on Amazon. If you are on the fence like I was about upgrading to the S8, go ahead and buy one here, its just an awesome phone. I had an S5 that was great but this S8 is so much better. Trust me on this. Go ahead and buy it. You will be amazed too!
            "
"16","It's a Samsung so I live it. I got this to replace my S7 that was terrible,and battery life as super low.I was thinking about getting the S9 with Sprint,but their prices are insane and the S9 has not much difference from the S8 other the finger print scanner button, new processor and new camera. It is not worth the price and the monthly payment to the carrier. I decided to get a unlocked S8 and not own them a penny what's great. It works with Sprint just fine, I highly recommend you to buy your own phone than deal with these carrier financing scam.
            "
"17","I bought two cellphones, my wife cellphone is still working great. But my cellphone had a software problem since the beginning, everytime I tried to update the software it showed an error. Last week I installed Samsung Smart Switch on my PC to back up my files, it showed me the option that I could update the software through this app, but after a while it just took me to a blue screen, now my cellphone is useless, it doesnt accept the emergency software recovery or any other option. I will try to get the warranty.
            "
"18","I love the look and functionality of this phone. It's got plenty of internal storage and a slot for my memory chip. I'm not thrilled with the charging port, all my micro USB chargers are now useless, and the battery life is not amazing. My old phone, a cheap Samsung J3, had a 12 hour battery life. Usually, far longer. Even so, I love this phone and it did come with an attachment to convert one of my micro USB car chargers into a compatible charger, so... Ultimately, a great purchase. I'll just have to charge it on long work days.
            "
"19","Was supposed to be unlocked and compatible with cellular/data programs offered by, among other major providers, Verizon.  Well, it wasn't.  Finally took it to a Verizon store and was told that the phone was simply not compatible with Verizon. So Frustrating! It's so obvious the answer is the best course of action is to go to a provider brick and mortar store (in this case Verizon), and buy the phone there.  Whatever the difference in price is, if any, is more than offset by the time and hassle saved. Ugh!
            "
"20","Ive loved all my samsung phones EXCEPT THIS ONE.  It freezes up (software issue) and gets super hot.  SO EXTREMELY EXPENSIVE TO REPLACE GLASS.. its becaus they can charge alot.  iphone was $80.. my s8 over $300!!
            "
"21","Im very disappointed with my purchase, i purchase this phone in August and the phone no longer turns on as of November 27 this year.
            "
"22","I read the reviews and I needed a waterproof phone.  I've only had this for a few days so far and still getting used to why it makes noises at different times.  It told me ""it appears you go to bed around 0030, do you want to enter in plans for tomorrow now?""  or something to that effect at 6pm today.  That is a little creepy to me.  These are supposed to be phones, communication devices not creeper tracking you.I truly believe the prices for these ""smartphones"" are between insane and stupid (over $500 for this one and IPHONES run close enough to $1000), but times are a changing and we all ""need"" to stay connected with these little devices.The camera works really well on this phone as it takes nice, sharp photos.  It was a bit of a challenge to transfer my contacts from a non Samsung phone to this one.  Just export your contacts to a micro SD card from your old phone and put in the new S8.  It only took a short time to bring all the info over to the new phone.
            "
"23","At first I was thinking ""Am I nuts for spending 600 bucks on a phone?"" Well sanity not withstanding, I am happy with my new phone.I use it with my Tracfone account. So it is cheap for me to maintain for the year. It's nice not having a phone that is locked to any specific carrier.And the functionality of the S8 is great. I like the biometric features. The DEX functionality is a bonus. I didn't even know about it at the time I bought it. The built in device maintenance means I don't have to run an app that bombards me with ads just to clean the phones OS.The bad.Samsung Bixby. I don't have a problem with everyone trying to come up with their own digital assistant software. But it should be optional not forced. In order to disable it on the phone, first you have to agree with the license. Not happy about having to agree to let someone in my house in order to be able to tell them to get out.Samsung Pay. No you cannot hold my wallet.Samsung Health. Stop shoving advertising in my face.But other than that, I love the phone.
            "
"24","There is a lot I love about this phone but a handful of things I'm not crazy about. Picture quality, sound quality, storage, all of those are great. The Bixby button sucks. The location of the button is TERRIBLE and I'm constantly hitting it on accident and having Bixby take over my screen. I dont use Bixby, I can't figure out how to turn the option off (of that's even possible). Another thing I dont care for is how easy it is to move apps and folders around on the screen. It seems like at least once a week I look at my phone and some apps/folders are in a different place I have no idea when it happened. Lastly, I switched to this phone from an iPhone 5, and it seems like my cell service (which didnt change) is WAY worse. Lots of calls going straight to voicemail without my phone ever ringing. I never had that issue on iPhone. Overall I'm very pleased. The battery life is amazing (kicks the iPhone's booty for sure), memory space is amazing (again, kicking booty). I wouldnt go back
            "
"25","This phone is dope, it looks cool and it feels cool. Some people dont like where the finger print scanner is located but I dont really mind, I got used to it in a day but thats just me. This is one of the best phones I've had, its really fast and you can customize everything!One thing I would like to point out, wich I havent seen any other reviewer talk about, is that when I put my SIM card inside the S8 it dint activate my LTE service, so this is what I did, grab another phone that has a SIM card from your same carrier and copy that phones VPN setting to your S8, it worked for me.Id recomend buying a case if you are prone to droping phones like am, but I have a friend that has had her S8+ for 5 months without a case and has not droped it once, but i wouldnt take that chance.Edit: I added some pictures of what I did with the VPN, you just have to manually copy the information from another cell phone to your S8, hope this helps.Ps.My friend dropped her phone a few days ago lol, buy a case.
            "
"26","Great phone, first unlocked we've ever bought, and it was a great move.  It's great but not perfect.PROSExcellent performance with all apps, very snappyBeautiful screen (though very delicate)Light, great battery lifeCONS* Phone is slippery wherever you touch/grab it.  Hard to hold onto, unless you get a case, which you probably should.* Bixby assistant is very obtrusive and even has its own dedicated hard button on the left, which you will be mistakenly hitting often (you can sign into Samsung and set the button to do nothing, but you can't seem to reassign the button to be useful, or completely get rid of Bixby).* Edge screen design is a novelty and more difficult to use than a standard screen.  I find myself having to try multiple times to get the right thing selected with my finger, because of the wrapping edges of the screen* Doesn't seem to have a widget for flashlight built in, like my S5 had
            "
"27","phone won't call or text even though it says it is connected. Try over and over then in an hour or so it will work.the window for returns is way to short for something that costs $500. I sure hope I don't need it to call 911 before I can replace it. If Galaxy won't help replace this I don't think I'll ever buy anything form them again.
            "
"28","I really like this phone, upgraded from a comparatively ancient Note 2 and got it last week. The battery life lasts me a bit under two days using it normally with the ""always on"" screen feature, but there are some fancy-looking power saving modes that reduce some of the phone's functionality for significantly longer battery life. I haven't tested them yet though because it hasn't been necessary. I'm sad to see the S Pen go, it wasn't worth spending another $350 for the Note 8, but I'm impressed by how much smoother the screen looks and feels. The camera is also pretty reasonable. Low-light situations are pretty questionable, but for a phone it seems to do a decent job. The camera fares much better in bright indoor lights and outside.The S8 feels pretty light and a bit slick due to how much glass is used in its construction. It's a nice-looking phone, but after having dropped my old one and living with a cracked screen for two years, I took zero chances and put it in an Otterbox Defender case almost immediately.The software is also quite nice. There's no carrier bloatware on it so you don't have to spend half an hour trying to uninstall and disable apps that you'll never use, but it still comes with most of the basic apps you'll need. Samsung clearly put in a lot of effort on the overall aesthetics of the interface too. Overall no complaints.My carrier is Verizon and it was relatively painless to get the phone set up with them. I just went to one of their locations (not a third-party retailer) and they gave me a SIM card for free. I was alone during this so they texted a code to my parents and I called them via a landline phone at the store so they could read it me, and after punching that into the terminal the Verizon employee took care of the rest. I recommend using Google or Verizon's cloud backup or some other software (like Samsung Kies) to get your contacts BEFORE getting the new phone. I forgot to do that so I walked around for two days getting texts from disembodied numbers until I worked it out on my own. Set up backups NOW, my old phone's screen was completely broken (hence the new phone) and the only reason I was able to get my contacts off of it was because the S Pen digitizer was still functioning (but nothing else) so I could blindly punch in my PIN to unlock the phone.
            "
"29","I was a Apple User for the longest time and i decided to try a Samsung product. I loved the phone, I thought the phone functioned a lot better then any IPhone i had. After about a month of no issues at all, the phone just stopped working. I never dropped the phone or anything, just out of the blue it stopped working. I went and bought 4 different charges (about $100 in chargers) to find out none of the chargers worked to turn the phone on. Luckily, Samsung was very upfront about solving the issue with my phone. Since i bought the phone only a month ago, the phone does have a warranty. I haven't received my new phone yet so still to be determined how they handle the warranty. Assuming they send another one and everything is smooth then ill be a customer again in the future.Overall good phone, just make sure to take care of it assuming it breaks on you. Just to make sure they honor the warranty.
            "
"30","I purchased my phone mid 2017 . Had fast shipping and product looked to be legit . No issues for the 6-8 months , Until the keyboard  started to burn into the screen. This can not be a factory screen as everyone I know with store bought phones have not had this issue. I was very hesitant to order off amazon but figured why not . Well this is why not.BUY FROM AN AUTHORIZED DEALER!!!
            "
"31","An all around good phone, with a fast, clean, and well thought out user interface.  A literal life saver, as it ""secret serviced"" a .45 hollow point meant for my femur...I'll elaborate.While I was at the shooting range there was a negligent discharge and the round impacted my left thigh.  Fortunately, I kept my Galaxy S8 in my front left pocket, and it took the round for me.  The bullet went trough the case smashed the back of the phone dented and deformed some metal plate in the phone and then deflected out of the back of the case and came to rest in the bottom of my pants pocket.I'd post pictures but, well, the S8 didn't make it.  I've been using Samsung phones for a few years now with no issues, and now that one has saved my life (probably) I am likely to keep using them.
            "
"32","Bought this to use as part of my Verizon account.  Obtained a sim card from the Verizon store and they activated it successfully.  This is an AT&T Phone and comes with an AT&T sim card.  It does work on the Verizon network but the AT&T logo is all over it including the built-in AT&T apps.  The built-in apps can be disabled but not deleted.  The time did not want to sync but that may change with updates.  I gave it 4 stars because they could be more up-front that it is AT&T.  The Galaxy S8 is a great phone.  So far, it is worth the $400 savings over getting it from Verizon.  Only time will tell.
            "
"33","Phone works great on Verizon even though the box etc had the AT&T logo all over it.  Strange thing was that I ordered an S8 a couple months ago from the same amazon web link and got a Verizon phone which is what I wanted.  So my wife liked my phone and I simply used the link from my previous amazon order and low and behold I get this AT&T one.  Took this new S8 to the Verizon store and they did their magic and loaded all my wifes contacts/apps/etc from her old phone to this AT&T one and everything works fine.  Strange thing is that both phones were ordered from the same Amazon link but were fulfilled by different suppliers.  The Verizon phone came from JTS Wireless and the AT&T phone came from Levy Commerce.  I should also say that both phones were definitely NEW phones, not rebuilt, even though the Amazon website did not explicitly say NEW.  I did post a question and was answered that I was purchasing a NEW phone.
            "
"34","Phone is nice but doesnt support WIFI calling which is an extremly important feature for me. I assumed it would since it was backed by Samsung and such a newer phone but it does not. I didnt realize this until I argued with my carrier about poor service for a few months and discovered it waa the phone not being able to use WIFI calling in the areas i had less coverage, by that time i was told it was to late for any refunds or exchanges and they made the suggestion i try to sell the phone to someone who doesnt need WIFI calling...
            "
"35","I went from a bootloop ridden LG-g4 to a cheap $50~ phone with a cracked screen/bad mic/speaker for almost 2 years, it didn't really bother me much until I started working and going to college, that's when I started getting lots of calls. So my cheap ass finally decided to get a new phone. After some research, the s8 was the only thing in the 450-500 price range that was was this amazing so I bought it as soon as it was in stock. And I do not regret it for a single moment of the day. This phone has mostly everything I didn't have on my old phone, an amazing screen, water resistant, faster processor, great software, and a good camera. Most of the apps Samsung has are actually useful or at least decent, too bad my cell company forced me to install a bunch of bad apps. The only con I have for this phone is that it doesn't have a ridiculously long battery life compared to my cheap phone, but the tradeoff is the screen/process power of course. Anyways, great phone for the price I guarantee you won't regret it.
            "
"36","Oh yeah! Few things I have emotional response to when pleased, but this phone, I love him! The wrap around edge beautiful. Hi def screen. Options in depth.I'm getting to like Bixby too. It's helping open controller I can't find, look up things on the web, dial, message, calculate, set timer, define. Still exploring that feature.Fingerprint unlocks quickly. The complaints about location next to camera, I guess I got used to it faster than the average monkey! Since I use the phone in a holder in the car, I added a 3rd print, for when I reach over the phone in the holder, right index finger upside down.Iris recognition, cumbersome.  But when fingers are wet or in gloves, print reader fails. So iris scanner helps.Using for music and internet radio at the gym with belt holder and Bluetooth earphones. Nice custom sound setting for the headset, rich!Way way better than my S5.Like the feature that if stolen and they reset the phone, it will not work without my unlock info! So don't even Try to steal it!
            "
"37","I bought this phone supposedly new from Amazon. When it arrived, everything worked okay except for two major issues:The phone refused to perform software updates over mobile data, despite having proper settingsThe phone microphone does not work at all. Phone calls and other tasks which require the microphone render the unit useless unless a headset is connected. Amazon support was unhelpful, and Samsung support is also useless. This is the second phone I have purchased from them. The first was sent back because the screen stopped responding to touch input. I would not buy a another ""new"" phone from them.
            "
"38","OK, I'm a mediocre tech, so this phone will do a million things I'll never ask of it, I'm sure. I'll leave the reviews of the actual S8 to those who can do it justice. I will keep my comments to the method of purchase, since if you're like me, you worry that the price here is so much less than at ATT. So, let me just say that the phone arrived in what appeared to be pristinely new packaging. Because my previous phone was an S5 I had to go to ATT for a new SIM card (nano vs micro). Anyway, they didn't charge me for the SIM. I haven't gotten a bill, so I don't know whether I'll have an activation charge, but that would be the case no matter where you purchase. After charging up the phone I started all the opening, transferring, updating. That took an hour or so I think. After that I could text and connect with ease. But, incoming phone calls were so horrible I was just sure I'd screwed up. Online research led me to rebooting the phone and that immediately cleared everything up. All of the startup had apparently set something off. So, I'm VERY pleased with my purchase. I saved over $250 by buying it through the Amazon link as opposed to the ATT plan!!!.
            "
"39","Hardware is top notch. The phone is impressively powerful and the beautiful screen makes using it a joy. Music fans will love the SD card support and 3.5mm jack. (Yes, it's still able to store your old massive collection of MP3s AND you can enjoy it with your expensive wired headphones!)Battery lasts the day (unless you're in a cell deadspot) and will get you through the night if you do a rapid top up around noon.The unit is mostly waterproof and will survive in the rain or shower (both tested) but it won't be much use under water and probably won't survive anything much deeper than a bathtub.Software might not be to everyone's liking but it's the usual Android system underneath so you can change it however you like.Only real downside is that it's so pleasant to use I don't use my expensive PC much anymore.
            "
"40","I read the good, the bad, the ugly reviews and took my chances. 2-day shipping, little scratches on the box but at least the phone was in there. I activated the new T-Mobile sim card with my existing account and all my data from my old galaxy phone got transferred smoothly. The phone has a great sleek modern look and feel, no problems with it.
            "
"41","The phone I received from this Amazon seller is an unlocked Verizon phone.  It may or may not have been ""unlocked by Samsung"", but that claim is certainly misleading as it leads you to believe that you are receiving a generic universal phone.  Verizon is CDMA, the other more common carriers are GSM and they are not compatible, though some phones offer some of the frequencies of both types.  When I put my AT&T sim card in it, it seemed to work, but the display came up with a Verizon welcome page and there was an annoying ""not a Verizon sim card"" error message in the notification tray.  You could force the error to go away, but it always came back when you powered up the phone.  I did not trust that I would get true GSM performance out of a Verizon phone and might experience slow or degraded performance due to a shortage of available frequencies so I returned the phone and ordered a true unlocked generic phone directly from Samsung.  It cost more but the peace of mind is worth it.  For over $700 including tax you shouldn't have to put up with nuisance messages in your new phone, potentially degraded performance or deceptive advertising.1/11/2018 -  Received my new phone that I ordered from directly from Samsung today.  It is a true generic phone without any carrier software installed and very streamlined.  Now that I have seen what a new phone should look like I can also add to my original review that the phone I received from ""Electronic Deals"" via Amazon was NOT a new phone, or had at least been previously opened because it was missing a few of the accessories were included with the phone I received today and it also had fingerprints all over it. I recommend paying the extra $75 and getting a truly new phone that is universal directly from the Samsung store.
            "
"42","SO I ordered the Samsung galaxy s8 unlocked 64GB-US model  G950U midnight black US warranty. Used in good conditions retailed for $519.00 plus tax . It shipped Amazon prime and it arrived via Fedex. Presentation and packaging was nice I expected a crappy box but it came in a nicely detailed android smartphone device box.  So when I turned on the phone I was worried because it had a Verizon smart up menu and when we inserted our metro pcs sim card it read "" not a verizon sim card"" anyways so I went to Metro pcs decided to get a new sim card because mines was old anyways and then they asked if the galaxy s8 phone was unlocked I said yes, the guy was kinda rude and said some features are not going to work properly it seems like no carrier wants to activate unlocked phones these days anyways he set it up. I got home and checked my main features I use like, casting to tv, wifi, browser & youtube sharing, messaging, messaging sharing, bluetooth, wireless charging, sharing, phone calls, google chrome, google home everything worked perfectly so maybe its just the feautures offered from the Verizon network.
            "
"43","The S8 is a great phone. I got this for my girlfriend for her birthday and I was worried it would be annoying to get activated on her Verizon account. I was completely wrong: she took her sim card out of her iphone 6, put it in her new S8, let the phone finish its initial setup, and that was literally it. She didn't have to even log into her Verizon account and register anything, it just worked immediately (i.e. she could send texts and calls and use her 4g network when wifi was turned off). Very impressive.Pros:- instant setup without any hassle or contacting Verizon. Didn't need to contact or even login to Verizon (already had a sim card from another Verizon phone)- Fast, great screen, Android, great camera, expandable disk space, slim, gorgeous- Powerful enough to emulate ps1 games- Still has a dedicated headphone jackCons:- dedicated Bixby (virtual assistant that I don't care to learn) button that can only be disabled not reprogrammed- inserting sim and sd card works via a flimsy insert that pops out the top. Fortunately you only likely have to do this once or twice
            "
"44","I've had a Samsungs since high school. It is just easier to use and I know how they work. I like the slickness, the volume, and the picture quality. I am a simple person and I don't generally find out everything that my new technology does but the Samsung has prompted me to do just about everything it could possibly do. Also, it being unlocked worked out. I thought it was going to be a hassle but I walked right into AT&T and they had my new phone and new service up and running within 30 minutes. Great buy in my opinion. Being a prime member was worth it in the end also because it arrived on Sunday as promised. The only thing the US post office service dropped this VERY expensive device at the door without knocking to let anyone know it was there! As opposed to UPs or FEDEX they don't bother to get you to sign. I would advice using one of the Amazon mailbox stations at the QT gas station or where ever they are closest to your location. Much safer.
            "
"45","I'm typing the review on the phone right now so it would be rather difficult to take a picture of the product, but that being said. I'm very happy with the phone and only have minor complaints about it.The Good:Great and quality displayThe speakers are better than most phones from this particular generationI'm yet to have the phone crash or have any major problemsGreat INITIAL battery life (will come back to this)Camera quality is astounding even on lower settingsThe bad:The bixby button is a satan spawn and never should have been made into an actual button. ""Okay Google"" is far superior in basically every way.The battery life I've found has steadily declined in only a few months. It used to I could go almost a full day and a hald without charging. I purchased the phone I think in June and it's now December 31st, 2018 at the time of my review, and I have to charge 2-3 times a day usually with the same amount of use.Also did I mention the bixby button?Conclusion:All in all a great phone with a great interface and very user friendly as well as good durability with very few complaints about it
            "
