"","x"
"15","This is not bad but it doesn't come with headphones and it comes with Verizon charger. I am kind of disappointed. But fortunately the phone is not fake. I could have the phone,earphones and charger on Apple official website for only $30 more.
            "
"16","Horrible product, shuts down completely after 2 weeksDONT WASTE YOUR TIME, I DIDNT HEAVE THE WARNINGS, BUT YOU SHOULD
            "
"17","It stopped working on its own without even touching it. I am returning it back to the seller. Thank you.
            "
"18","To be quite honest, I was scared to purchase this product. Looking through the reviews and seeing broken and missing phones was quite unsettling. Although, I gave this product the benefit of the doubt. So I bought it and once I recieved it, I was extremely pleased. The phone had no scratches or scrapes on any part. The responsiveness is quick and works extremely well. The battery is surprisingly good considering this phone is certified refurbished. The only complaint I have with this phone is that the camera quality is only okay. Although I highly doubt that that has anything to do with Amazon or the company it was shipped from. Also, the shipping came a day early!! All in all, this phone is great and I will see how the phone handles within the next few weeks.
            "
"19","The phone was in ¡°like new¡± condition which was fantastic. The battery power was also like new. I received iPhone insurance as well which was a pleasant surprise! I would have given 5 stars but I didn¡¯t receive an adapter for the headphones and had to buy one at the apple store.
            "
"20","I wish I could return this phone, the camera stopped working two months ago. It works more like a counterfeit not original iPhone
            "
"21","I love what I received. It brand new phone with awesome packaging. It not with iPhone box but it said it goes through amazon so yes it said as it description.
            "
"22","I was sceptical at first, I read reviews upon reviews and had in my intention that if no signs of what the description says I would instantly demand refund. To my surprise my bday gift to myself was excellent....the look feel everything about the phone- from the packaging to the product- was perfect
            "
"23","Y¡¯all... lemme tell you that I didn¡¯t read the description all the way through at first until AFTER I had bought it. I was freaking out. I had an oldiPhone 6. Yes I know dinasour old. I was so excited that I was constantly through out the day looking for it to be delivered. Then when I read the description all the way through I realized it said GSM unlocked and not full carrier unlocked. I was freaking out super worried I was going to have to spend more time trying to send it back to get another one. I PUT MY SIM CARD IN AND IT WORKS TOTALLY FINE! I freaked myself out for nothing. I have Verizon and I was super worried it wouldn¡¯t work because I had googled if GSM unlocked was the same as fully unlocked and they aren¡¯t.
            "
"24","ONLY by this phone if you like wasting money. Do not take the risk of buying this phone from Amazon. Just save up a few extra bucks and get an official one from apple. Much safer. The phone I recieved has a battery that can barely last up to 3 hours and thats when IM Not using it. when you use it it dies much faster. It takes decades to charge up however the battery will go down in minutes.its so annoying having to practically keep my phone on the charger all day. its super glitchy sometimes the phone presses things on its own. Sometimes i cant even use it because of how glithcy it is! this is absolutely the WORST phone ive ever had. A flip phone would be better than buyinjg this crap
            "
"25","The iPhone was like new! I love it. It's all setup and running smoothly, I'm very happy.
            "
"26","The phone was appeared in good condition. There were no scratches or blemishes. I noticed that the 5, t and c keys ¡°stuck¡± sometimes but that just made me more observant when I typed. When I tried to power it off, I had a hard time swipping. Then later I could not swipe to answer a call. After doing a reset to factory settings it still didn¡¯t work. I couldn¡¯t even get it to shut down in order to return it. Don¡¯t know if it¡¯s worth the savings to buy a refurbished phone again.
            "
"27","So I recieved the iPhone 7 Plus a day ago and when I unboxed it there was a dent on the corner of the phone then an hour later the screen stopped responding to touch
            "
"28","<U+00A0>Phone Was Delivered On Time I Love The New Delivery System Phone Works & Is In Good Condition Received Charger W| The Phone My Sims Card Wasn¡¯t Compatible So I Will Have To Buy One I Would Reccommend For Now Because I Love It If Anything Happens I Will Update
            "
"29","Lost my old phone. Bought this and I¡¯ve been more than satisfied!! Looking for a seven plus? Buy this one!! I did get it on a cyber Monday so I paid 300.00 not bad at all great battery life. No problems at all
            "
"30","Bad service my iphone was scratch and Also the charger does not work. Bad service really bad service
            "
"31","<U+00A0>I was most definitely scared to purchase this phone off of amazon in fear of getting scammed but it was definitely worth it. Phone came in great condition, also came with a charger just In case if this is your first iPhone you don¡¯t have to worry about that. Both front and back camera work just fine, over all very much worth the price
            "
"32","The phone worked just fine for 2 weeks then all of a sudden, the service stopped.  I called T-mobile and they helped trouble shoot it.  They said whoever I got this phone from did not finish paying it off therefore, the IMEI is blocked from their service.  Now I have to return this and I better get 100% of my money back.  Can't believe they're selling phones that haven't been paid for.  Are these all stolen??
            "
"33","The phone came like new and no I am not some robot or automated message but this phone came like brand new. I¡¯m used to using my little 5s and upgrading to this was so weird at first I received it yesterday and USPS took all day because of hurricane micheal or whatever. But it comes in this usps box (if you are in the United States) and has another box inside of that usps box and the phone was in there wrapped in a protective plastic. Came with a charger and works with metro Pcs and T-Mobile I would recommend 300% <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>
            "
"34","The phone came with very small scratches on the screen, and one little nick in the hardware on the bottom of the phone. Was to be expected since it is a refurbished phone. My main problem is that the product is supposed to be unlocked, however it is carrier locked to T Mobile.
            "
"35","Unfortunately the phone had a slight issue with the microphone. It was working badly and the person on the other side of the phone couldn't hear me very well. So getting the mic replaced. Also it had a tiny almost not visible chip on the bottom left corner of the phone, so it clearly got hit. Definitely not a new phone although for the price good. But be aware that it might not be perfect.
            "
"36","I WOULD NOT RECOMMEND BUYING THIS PHONE! I GOT THIS PHONE ON 87%!!! Only one of the speakers work at the bottom!! Rip off. Never again.
            "
"37","Very nice, no scratches. Now I just need a Sim card! +1
            "
"38","I was very afraid buying electronically devices on Amazon because I have never done so before but I tried it out for once and trust me, I don't regret it one bit! The phone delivery was on time, the phone came in immaculate conditions, a mean no scratch or dent. The screen was clean ect. The phone is working amazingly!I would recommend buying items from this particular seller!
            "
"39","Purchased the black back in December for $350. Came looking brand new without a single scratch or dent. Popped my Cricket sim in and have had no problems ever since. When I received it the battery health was 84% (expected for older phones) and hasn¡¯t went down since.
            "
"40","the first month was great after that i noticed the touch methods weren't working properly i couldn't access apps and move things around because it wasn't reading. then my phone wouldn't hold a charge or stay charged took hours to get to 10% now I'm 3 months in and phone less because the phone completely stopped working. and i can't return or replace it ... IM SO DISAPPOINTED
            "
"41","This phonw came with a lot of issiues the battery was drawing and I mean drawing so I took it to apple and they just said I can do a battery replacement but I would have to pay extra when I just bought this new phone then about a month later the phone could not find my  carrier so I traded it in to apple and I can¡¯t even get my money back most likely I¡¯m screwed
            "
"42","It looks brand new.
            "
"43","Works great, highly recommend, absolutely no issues phone was like brand new GSM fully unlocked.
            "
"44","I was so skeptical about ordering online from a company like this, considering the price. My phone came in a package and has little itty bitty scratches on the screen. Otherwise,  no other type of wear or tear. This is definitely worth the buy, people!
            "
"45","I love the phone it¡¯s great. There¡¯s just one thing I didn¡¯t like. I thought the phone was actually going to come with original apple box and apple earbuds and charger. Though it does come with a charger.
            "
"46","So far so good. Came in perfect condition! No scratches or blemishes. Very pretty. Haven't had any issues (knock on wood) all over pretty pleased with my purchase.
            "
"47","This seller is great. Phone looked like new. It recognized the other iPhone right away and activation could not have gone better. Very happy with this seller and iPhone!!!
            "
"48","I have had this product for a week, and I¡¯m thoroughly satisfied. I have bought a smartphone from amazon before and I can say this phone exceeded them all. I will write another review in 90 days!
            "
"49","I am so disappointed. The phone worked fine I took My Cricket sim card out of my iphone 6 plus and put it in here and my service worked just fine. After that I went To Use the Camera and My Phone restart for like 2 seconds, thought it was just the battery but it does it every time I open the camera on instagram, facetime, snapchat, and other social media apps. I hate this I am a Camera Person I contacted Chubbiestech and ask for a replacement but they only sent me refund instructiona thats not what I asked for
            "
"50","Phone is currently working good , it basically came brand new with no stretches, the only little problem I have is that it sometimes it¡¯s freezes but only for a few seconds .
            "
"51","Works as advertised! I'm happy with it!
            "
"52","Came in just as new! Hardly any noticble scratches or scuffs. Works great with any GSM carrier like Metropcs or T Mobile. I had no problems with connection.
            "
"53","It was a little larger than expected, but that was plus that I had not expected. I thought it wa verizon certified but iit wasn't. However the people at verizon installea a new sims card and it is working fine. No other problems.
            "
"54","Great phone works as expected
            "
"55","Received the phone today and everything appeared to be great. The phone seemed to be in good condition. After a few minutes of checking everything out, realized the main camera has zero function. The main camera does not work AT ALL. Only the front camera works. Very dissatisfied and don¡¯t want to want for an exchange. My boyfriend hasn¡¯t had a phone for 3 days now, really don¡¯t want to wait longer. Just can¡¯t believe they would sell a phone with a nonfunctional camera.
            "
"56","Celular con dano en la tarjeta principal, se dano a los 2 meses de uso.
            "
"57","There¡¯s nothing to dislike about this product!! Everything works really well its like brand new with minor scratches you can¡¯t even tell its been refurbished! I definitely recommend buying this product because its sold for a good price and it takes about four to five days to get to you.. I actually bought two IPhone 7pluses one black & the other is rose gold but overall the product is wonderful definitely worth your money!
            "
"58","Honestly I didn¡¯t know what to think when I first saw it was certified refurbished because I¡¯ve never done that before, but after receiving it. The iPhone looked brand new and functioned as so. I¡¯ve never used iPhone before but I¡¯m very much pleased with it. I haven¡¯t had any problems or even cracked the screen at all. It¡¯s a very good phone to use!
            "
"59","I purchased the 32gb iPhone 7 plus through eKings. Received it on time and it came with an apple brand charger. The exterior of the phone is in basically mint condition, just some dirt in the very small places. My AT&T sim out of my iPhone 6s worked fine and all of the features on the phone seem to work just fine. I'm not sure if it was Amazon or eKings but a 1 year warranty card came for free with the phone.I will most likely use this retailer to buy all of my future phones.
            "
"60","got 2 pieces of this iPhone and they could really pass for new.<U+0001F44D><U+0001F3FC>
            "
"61","Looks new!! I wouldn¡¯t have even know this phone was used if the battery wouldn¡¯t drain so fast !! Come with 90 day warranty ! Phone works amazing not a Chinese phone ! ORDER URS TODAY only thing is the battery sucks and I mean it sucks so bad it drains so quickly hate hate hate that because I paid for a phone to work like new
            "
"62","I recently bought this product as my old phone was dying. The phone works as new and the battery life is nearly immaculate. The phone also came with a screen protector which surprised me. Will update upon further use.
            "
"63","Broken screen
            "
"64","My son was pleased with the product. Some visible scratches on the back.
            "
"65","so far so good the phone came with a charger no dents or scratches on the actual phone it looks practically new!! it always came with a screen protector already on the phone, the only downfall is it had a scratch on the screen protecter but no big deal at all ill just put on a new one on!! also it is indeed unlocked I now have at&t!! I would definitely recommend this seller
            "
"66","Love the phone and love how it was well packaged. My problem is that when I received the phone it was dead and didn¡¯t have the latest IOS 12.2 and that meant that I had to wait for the update to install which should¡¯ve already come been installed. Overall I loveeee this phone and the camera and everything. Thank you so much
            "
"67","Looks exactly like a brand new phone. It's the most perfect condition. No scratches or dents whatsoever! I love my Iphone7 plus and the new black color is very appealing. Holding this phone everyday gives me a sense of confidence.
            "
"68","I consider myself a veteran in having refurbished phones, since they have all i've ever bought. I have great doubts that this was refurbished at all and was probably just reset. I found gunk in the lightning port and the speakers are the worst I've ever had. I have a 2012 phone and those still have better sound quality than this 2016 7plus. the phone so far works fine, tho didn't come with headphones.
            "
"69","Good phone for good price. No scratches, no dents. Literally - like new. It was sad to see that every other part of order was not OEM. Not OEM charger, cable, box. I thought at first it will be OEM and it MIGHT be not OEM for some reasons. But I suppose it's different - you will be receiving not OEM parts and sometimes you MIGHT receive an OEM cable and etc. Overall - great phone.
            "
"70","Phone came in great condition, only one tiny nick on the top right corner. Works exactly as it should. Great price
            "
"71","thank you very much for the ipone 7 plus and I like it and thank you again.
            "
"72","Currently using the phone right now and it was a great purchase! Nothing wrong with it or anything
            "
"73","When I received the phone it worked for about 5 minutes while setting it up, then never turned on. Customer service was very short with me. I ended up taking it into apple and they said the phone was wiped. They then gave me a new one. Very unhappy with my experience.
            "
"74","Like the phones overall but my husband says his phone need charging more often then all the rest of our phones. We purchased 4 total.
            "
"75","I recieved this phone in lue of my other iphone 7's 3D touch not working. I can say that the phone came in good packaging and in great condition for being refurbished. I could not be happier. Honestly, I did not realize until after I had received the phone that it was a 7+ but regardless of that, it works as if it was brand new, no scratches or anything!
            "
"76","I purchased this as a birthday gift for my niece and she loves it . The phone works great so far.
            "
"77","I received my iPhone 7 Plus just as it was advertised and set it up with no problems.  I love it.
            "
"78","I only had this for about three weeks. Everything worked pretty well except that the in-ear speaker didn¡¯t work well from the start. You can barely hear the person on the other line at full volume. I took it to an Apple store, but the phone couldn¡¯t finish the audio diagnotistics twice because something was up with it. Took it to a phone repair and they couldn¡¯t see the issue with it so I decided to return this for a refund.
            "
"79","this iPhone was amazing don't have any problem everything is in the good condition the battery  make almost five days without playing game
            "
"80","Love ! Was Worth the Price ! I Purchased the Rose Good ! Camera is a great , Phone Like anew , Battery Life Great ! Came within 2 days !
            "
"81","Not thrilled with this 7 plus.  There is constantly problems.  When it works properly it is fine
            "
"82","Excellent buy.  Great option for buying a new phone without having to make years worth of payments.
            "
"83","Finally a phone my husband likes.He one that¡¯s hard to please too. Thankyou
            "
"84","No pongo excelente por que la bateria esta en un 84% y tiene pequenos escarches el resto bien aun no le he probado  no funciono el audio tuve que gastar para arreglar
            "
"85","Everything came on time, everything that was supposed to be there was in there, and the phone is perfect. I got it connected with t mobile and there were zero problems. Karen and Chubbiestechthen emailed me for any concerns. Great seller.
            "
"86","Phone looks like it¡¯s brand new.  battery last all day. everything works perfectly. I¡¯ll be purchasing a second one for my fiance soon!
            "
"87","The phone came in like new condition. Ordered Monday and was using it with Mint Mobile on Wednesday. Glad I bought this and would recommend to anyone.
            "
"88","I love this phone.  Everything on it is 100% working.Great seller and would buy from again.
            "
"89","The description for this phone was not in detail
            "
"90","Yes the phone came scrtachless and earlier then the date it was supposed to come, but after 2-3 months of using the phone all of a sudden my phone isn¡¯t able to hear calls, and when videos are taken on my phone the sound doesn¡¯t work. I am also not able to call on Siri because of the sound. I knew this phone was a little too good to be true.
            "
"91","Great Phone with no signs of wear, it¡¯s basically brand new, if you¡¯re looking for a great phone at a great price this seller should be your first choice!
            "
"92","Green spot on the screen!Bad volume buttons workThe glass of the camera is beaten!I can not return because I'm not from the USAI hate it!
            "
"93","It¡¯s so beautiful and I¡¯m in love with this phone and it¡¯s unlocked how it said
            "
"94","I bought this phone because I needed an upgrade and it didn¡¯t disappoint, battery life is a little low but other than that it works GREAT
            "
"95","The phone works perfect, only scratches on the case
            "
"96","I ordered the black iPhone 7 plus but got the rose gold color. I really wanted the black color so i took off 2 stars. Other than that the phone seems to work great and fast shipping
            "
"97","I was really skeptical about ordering a refurbished phone but I honestly couldn¡¯t be more pleased! It works better than I thought it would
            "
"98","Like new condition, no scratches and dents! Works good, thanks!
            "
"99","Excelente very nice
            "
"100","Dependable, size is great.
            "
"101","Although the phone does not come inside an Apple box, this one was in excellent condition and packaged nicely. It was unlocked which was easy to set up for AT&T. Just inserted sim card and it was ready to go. Phone charges great, no scratches, and looks brand new.
            "
"102","Good quality. Works well with my Cricket sim Card. Will buy again
            "
"103","Ease of getting the phone  set up from an upgrade.  Has performed well.
            "
"104","I was nervous about buying a phone over amazon.But I am really Impressed.  The phone works well like a new phone all functions work, battery life is great. No damages to phone. The sender sent it immediately, and I received the phone within 5 days it was ordered on Thursday and I got it Monday around 11
            "
"105","The iphone is not exactly refurbished, instead it should say used. There are some scratches on back and front. I am ok with some usage except front screen scratch
            "
"106","It was fine. I just had to change carriers. From Verizon to Cricket. After that everything was fine.
            "
"107","Works great!
            "
"108","Super bien la entrega en tiempo y el celular impecable, como nuevo, la bateria muy buena, me duraba todo el dia a pesar de que trabajo bastantes aplicaciones pesadas como TramViewer, Escritorio Remoto RDP, SpeedTest, IP Scanner, GS Wave, DropBox, Mega, entre otras (velocidad de navegacion muy buena) y la calidad de imagen en las fotos de excelente calidad, lamentablemente vivo en una ciudad un poco violenta y me asaltaron por lo que solo pude disfrutarlo un mes <U+0001F629>, pero el celular me encantaba y el vendedor muy cumplido, le daria la mayor dcantidad las calificaciones
            "
"109","I was excited when I first got the phone, but immediately regretted getting it. The phone keeps overheating, and it is VERY slow at charging. And there are times where the phone freezes and starts glitching. The looks and materials that came with it are good, but yeh actual phone is not.
            "
"110","Phone was sent to me with a poorly applied third party screen. It made the phone turn off randomly. I took it to the apple store where it fail their test. I had to. Return the phone. Not worth the $489.
            "
"111","Got the phone for the camera, was not disappointed. The depth option really makes your photos look professional. Would buy again.
            "
"112","Phone is PERFECT!! No flaws! No scratches, dents, dings or cracks! Pretty pleased with it & im shocked! I¡¯m impressed since it¡¯s a refurbished phone. Won¡¯t be disappointed! Came with a charger & a plug for the wall as well as the key for the SIM card.
            "
"113","It¡¯s like new and it¡¯s amazing, I have had this phone for almost 2 months and it¡¯s great.
            "
"114","Was very skeptical about ordering this phone. Went through hundreds of reviews and I had a fear that the phone would be delivered not unlocked or broken, however, so the phone works seamlessly so far. Set it up with my carrier and there are no viable problems yet so I do recommend this phone to everyone
            "
"115","It came in with a charger some cards and the sim tool to take it out and the phone was in perfect condition since (I got black ) and it looks very good and I got it about 7 hours ago and been using it since then and nothings been odd and I am very happyUpdate . It¡¯s been a week and everything is workin perfectly still ! It¡¯s February 2019 and it still working well !
            "
"116","Phone defective and did not work with my cell service. Antenna broken or not working.
            "
"117","The phone was in perfect condition, one thing i didn¡¯t like was fake Charger and no headphones , but other than that it was great maybe I¡¯ll be another one but be trustful
            "
"118","Got the phone and it worked good for about a day, then I started experiencing problems with the screen having dark spots in it.
            "
"119","The iPhone is in great condition, great battery, great everything really. Only problem is, it¡¯s nit gsm unlocked. It was locked to att and when I went to go get it unlocked they said the phone wasn¡¯t fully paid for. So I just switched to att service because I needed a new service anyways, but the phone was not unlocked and can not be unlocked.
            "
"120","Great product, came exactly as it said. Works fine with no bugs. Does work with Straight Talk SIM cards
            "
"121","fine
            "
"122","I bought this phone thinking it was unlocked to find out that it was unlocked to only T-Mobile  users only. Lucky I was able to get it unlocked to any carrier
            "
"123","Ok
            "
"124","I love this phone so much! It works just like it is new. It doesn¡¯t have any scratches or marks anywhere on the phone. This is a great deal! And if you don¡¯t like it you get your money back in 90 days!!
            "
"125","Love the fact that i didn't have to unlock it, its an amazing phone and it came with a screen protector.
            "
"126","Voice issue. It has mic and speakers issue
            "
"127","The phone like new and battery 91%. I am very please with this phone. Thank you Amzon
            "
"128","It¡¯s working perfectly so far...only thing really is the battery life dies very fast
            "
"129","<U+0001F44D><U+0001F44D>
            "
"130","When I ordered this phone I was expecting it to have a few flaws nothing to major maybe a few scratches on the back. But it¡¯s basically like new no wear or tear, battery life is legit, CAME WITH A SCREEN PROTECTOR ALREADY ON IT! And arrived exactly to date I¡¯m very pleased !
            "
"131","just as described. fast delivery and works well. wish it came with free earphones...
            "
"132","I wanted to wait a couple of months before writing a review, as I was skeptical about ordering electronics via the internet. I am extremely pleased and impressed with this phone. It came in perfect condition.
            "
"133","Other than it not being compatable with Verizon , it works 100% fine no scratches screen protector already on and is a perfect fit with me other than having to switch to AT&T now.
            "
"134","I bought it and after a few days it stopped working. I should have listened to the bad reviews. I guess I was not one of the lucky ones. I am going to return it now.
            "
"135","Work just fine
            "
"136","Looks exactly like a brand new iPhone but isn¡¯t waterproof. Also original screen has been changed to a lesser Chinese screen which gets scratched easily. And broke fast. Battery capacity is worned out as if you are using n IPhone 6. All you are getting is a lookalike IPhone 7 which is not an actual IPhone 7. Customer service is terrible as they are not an actual Prime product. You are dealing with a 3rd party associate.
            "
"137","El celular venia con barias peladuras como q si lo abian usado
            "
"138","It¡¯s came with a charger and box. Good battery life came with a glass screen protector. Like brand new!!
            "
"139","Arrived in like new condition. Worked with my T-Mobile SIM card. No problems. Great battery life.
            "
"140","just as expected fast shipping
            "
"141","The fact that it didn¡¯t come with split six snd charger
            "
"142","Was kinda scared of ordering a phone on here just because I didn¡¯t want it to be some sort of scam but it was definitely worth it. Phone arrived in near perfect condition, on time, and I love it.
            "
"143","Came on time and in brand new condition, works perfectly, no complaints at all.
            "
"144","I absolutely love this phone! My first iPhone ever and I¡¯m very happy with my decision! The phone was packaged very well and not damaged. The battery life was over 70% when I turned it on. This phone is very easy to use! <U+0001F601>
            "
"145","The phone came in Brand New I wasn¡¯t sure if it was going to be in good condition but OMG it¡¯s amazing!!
            "
"146","Everything is good. Hopefully I'll use the Iphone for long time
            "
"147","this is absolutely amazing. the phone came wrapped in plastic, in a high quality box. the phone is basically brand new. no scratches at all, not FAKE, and works 100 percent perfectly. if you are looking for an iphone 7 plus buy this one!! absolutely perfect! it came with a new perfect adapter, and charger. the only thing missing is headphones, which really isnt that important. there are low reviews on this product and i dont understand why. perfect. love it.
            "
"148","I¡¯m kind of upset, the speaker on the left side doesn¡¯t work at all, and it take forever to charge<U+0001F641> but that¡¯s okay other than that it¡¯s a really good phone.
            "
"149","This phone did not last me one day, I started seeing issues right away. The iPhone powers off on it's own multiple times a day.
            "
"150","This is he first time I¡¯m writing a review I am really pleased with the phone but it did break the first time I dropped it other than that it works great the phone came with a screen protector that I removed if I would have kept it on it probably would have broke preforming wise it works great
            "
"151","Got it for my girlfriend. The phone seemed just about spotless but the battery was jussssst sliding by their ¡°80%¡± or better battery level with an 81, so the battery at some point will need replaced. Other than than no issues whatsoever
            "
"152","It's ok. It had a nick on the side.
            "
"153","So far so good except people can¡¯t really hear me otp most of the time, I think the speaker is kind of messed up
            "
"154","Thank you very much for product. Looks like new and operates good for a now. There are small scratches behind but hardly visible.Loved it
            "
"155","Exellent as expected
            "
"156","Good buy and Great condomino for the price.
            "
"157","Like the phone size but everyone kept saying that they could not here me and it kept freezing up.otherwize I would have kept it.
            "
"158","It looks and works as good as new so far. It's been about a week. Only had a tiny barely noticeable scratch on the top but definitely worth half the price. Strongly recommended so far (will update after the warranty ends).
            "
"159","Excelente
            "
"160","The phone at first I thought was fake, but I don¡¯t think it is. The charger however was cheap and broke shortly after. It works like a regular iphone but the home button is unsteady.
            "
"161","The battery life was good at the beginning but with use it just deteriorated and the audio is so bad I can¡¯t talk on the phone with earbuds but all in all it¡¯s a good phone.
            "
"162","This phone is not as good as I expected. I have bought refurbished phones from other websites before. But the quality is better than this one and the price is almost the same.
            "
"163","Amazing
            "
"164","I was very hesitant to get this phone but I love it, and everything worked as it should. Battery life is better than expected, camera is great, and it a single scratch in it.
            "
"165","I purchased a iPhone 7 plus. When calls are made I cannot hear the other person or they cannot hear me. Also, the Siri stop working .
            "
"166","I had this for about two months and then it completely stopped charging altogether... And before that when i first got it the battery life would go down way too fast...
            "
"167","Phone was ok but other things like headphones and connectors, charging cables were missing in the box.
            "
"168","Works fine no scratches or damage. Arrived on time too.
            "
"169","It kept getting annoying how the price on the phone kept getting raised I¡¯m looking at the current price right now and I probably wouldn¡¯t have bought it for that price. I would give it 5 stars but they delayed it twice. But overall the phone is really nice.
            "
"170","PISSED OFF.  Phone was not unlocked and does not work with sprint. I bought this for my wife for Christmas and now she is very disappointed. Thanks a lot
            "
"171","I¡¯m very very very satisfied with my new iPhone my old one had to go so much was wrong with that phone but this one <U+0001F495><U+0001F495><U+0001F495> yess I¡¯m happy thank you!<U+0001F60A>phone came with screen protector already on it
            "
"172","Battery life on this phone is very low and the speaker is very low ppl get frustrated cuz when they call me neither side hears anything I have to call them back and they say I sound like a robot everything else with the phone is ok for now
            "
"173","Perfect size, great camera, cute color
            "
"174","Great phone, few scratches I wasn¡¯t informed about.
            "
"175","Bought this for my 15 year old and she seems to have no issues with it so far
            "
"176","Came in new condition and everything is working perfectly. My only issue is that the battery life is very low but I haven¡¯t had any serious issues with that but I¡¯ll update if I do
            "
"177","everything worked out great I was scared it was gonna be locked but it wasn¡¯t but I did have to switch my account from boost to metro pcs because the phone is gsm unlocked but everything else was coo ! 5 Starts
            "
"178","I love this phone. I don't think it's worth the price Aplle sells them for, but this sellers price seems much more reasonable. Only found one flaw in the refurbishing, and it was minor. Not even worth complaining about.
            "
"179","Got this for 394 instead of 418 cuz of Black Friday . But the price kept going dowwwn after days of Black Friday. It was a good deal. Got it with the clear case and glass protector
            "
"180","Bought this phone worrying it wouldn¡¯t work properly. No worry¡¯s <U+0001F44C> Good trust worthy supplies
            "
