"","x"
"17","BEWARE-Phone aesthetically looks great.-Charge port is loose.-Unable to get rid of software update notification (run update and it still keeps coming back up every time.  Tried factory reset and didn't fix problem.-Battery life is very bad.  Complete discharge within normal conditions (very little usage) from 100% at 6am to 45% at 10am to 0% by 2:30pm.  Not possible to replace battery since it is a integrated battery / device.-Called customer service and they will issue a refund or replacement but I have to go without a phone until new one arrives after they received this defective one.-I have to go to Verizon to get a micro SIM (had to cut old one to fit GS7 nano SIM slot) for my old device just to send this one back, or go without a phone.UNFORTUNATE EXPERIENCE OVERALL.
            "
"18","Looks and works like brand new. Had no trouble at all at the Verizon store to activate it.
            "
"19","I bought this phone to replace my aging S4 that was still working but getting tired. The S4 was in an otter box all it's life and had a few battery replacements since i bought it new. Back in those days smartphones were free when you signed a 2 year contract so I had a bit of sticker shock when I went phone shopping. I'm over 60 and retired, I just don't need the latest gadget filled cell phone.I read all the reviews for this S7 phone on Amazon and found a wide mix of comments from junk to like new condition. The thing that sold me on this one is that Amazon certified it with this statement ""A Certified Refurbished product has been tested and certified to work and look like new, with minimal to no signs of wear, by a 3rd party distributor""Certified to work and look like new from Amazon's description means to me I could return the phone if I was not completely satisfied with it's condition. The 3rd party distributor for my phone was Kiss Electronics.I live in SoCal and ordered the phone with Prime 2 day delivery, to my surprise it arrived the very next day!first Impressions,I opened the prime box to find a generic phone box inside. When I opened the phone box I found the phone, a wall charger, and a phone number for Kiss electronics customer support, that's it. No manual, no release key for the sim card and no instruction manual. I was soon encouraged by the like new external condition of the phone and I saw what appeared to be a factory original peel off plastic screen cover on it.  I plugged it into the provided Amazon marked charger to find the battery was completely discharged. I found a safety pin to release the sim card holder and quickly realized my old S4 Verizon sim card was way to big to fit. The next day I went to the Verizon store and they happily supplied me with a nano sim card. I asked them if they could transfer all my old contact info from the old sim to the new one and I was told that is not possible. Now that I know about the sim card data transfer problem, I would have used google in advance to back up all my data first before going to the Verizon store. Oh well, I transferred all my data the old fashioned way, hey I'm retired, who cares.After getting the new nano sim card installed I was ready to try out the phone.I turned the phone on to update my contacts, then decided to check for Android operating system updates. I found that it was currently running Marshmallow 6.0.  I updated the first, then the second, then the 3rd. On and on for a total of about 7 different operating system updates, it took a few hours to complete all the upgrades. It updated all the way to Oreo v. 8.0. This is when I realized this must be a new old stock phone that has not ever been operated or used before.I had read that manufactures (like Samsung) often have many brand new phones that are earmarked for their warranty exchange programs. I suspect these phones were new phones that were not needed by the manufacture and were sold at auction to various electronic device distributors (like Kiss Electronics)I have had the phone now for about a week. After removing the bloatware and configuring it the way I want it, I am very happy with it. I would highly recommend this phone for anyone on a budget or whoever doesn't need the latest and greatest cell phone on the market. I rate my entire experience with Amazon and Kiss Electronics A+
            "
"20","Please don't waste your money.  This phone worked for approximately 2 months.  I was happy with it at first, and thought I had saved myself money getting a refurbished phone.  Over the weekend, for no apparent reason, my phone broke.  It was fully charged, but would not turn on.  If you plugged it into the charger, it would annoyingly buzz and try to power up, but it would not do it.  As is the case with most people these days, this phone is my sole phone.  I use it for important business calls.  If there was an emergency, I'd need to use this phone.  So, I had to go out and buy a new phone (which in hindsight, I should have just done initially).  I called the seller to see about sending it back and getting a refund, since I was under the impression there was a 90 day period after buying it where that could be done.  NO.  They told me that was not an option.  The only thing I could do was send the phone back to them to see if they could figure out what was wrong.  Again, THIS IS MY ONLY PHONE, so the several days involved with shipping it to and from and the troubleshooting time, would in no shape or form be acceptable.  Furthermore, they told me that Amazon iteself would NOT LET THEM refund my money, since it had been over 30 days.  That simply does not make sense.  In the end, I have learned my lesson.  Do not buy from this seller.  You run the risk of throwing your money away on a faulty product, and they aren't going to take it back and own up to selling a piece of junk.
            "
"21","I went to Verizon, AT&T and US Cellular and none of them could figure this phone out or hook it up. None of them knew why. I couldnt find any APN settings. This phone was just weird. Wasted my money. By the time I was done trying to hook it up it was too late to return it. So now its a device for my step son to use at home with wifi.
            "
"22","So when I was initially looking to buy a new phone I knew that I didn't need the newest or shiniest phone so I decided to buy a phone that was a few generations back. But I debated about where to buy a used phone. I researched for a long time and went back and forth with a lot of websites and Amazon had the cheapest price, which made me both happy and a little bit warry. But I decided to go with the phone on Amazon, I choose my seller carefully to a one that had good reviews and a high quantity of reviews. When it came the phone had no defects and looked brand new! It didn't have a  sim card (but I knew it wouldn't) All in all great phone great deal! I waited to write my review for a couple of months just to make sure. So I highly reccomend buying a used phone.
            "
"23","Perfect quality and flawless performance. I had a brand new Galaxy S7, which I lost after about 6 months of use, and I decided to replace it with this refurbished S7. Because I had been using the exact same (but brand new) phone just prior to using this refurbished, I can undoubtedly confirm that this performs the same, and it looks and feels brand new as well. No scratches, no dings, not even any dirt or dust in the speaker grill etc. At first I was hesitant to purchase a refurbished phone, but all my worries were for no reason with this seller. Thank you!
            "
"24","Phone did not have software compatible with Verizon and so cannot be activated. Despite multiple attempts to factory reset and to update the software through Verizon's software tool on my computer, I cannot use the phone with a new SIM card from Verizon. Since it was sold as a Verizon phone, that renders it essentially useless to me. After spending 2 hours on the phone with Verizon tech support, following by 2 hours of my own time attempting to reset the phone, I'll be returning this for a refund. I still have no phone, after waiting over a week for this one--an enormous waste of time for a useless device.My options now include rolling the device and waiting another week to get a new phone from Amazon/this seller, or switching to another seller and phone on Verizon. Either way, I'm left without a working device for another week.
            "
"25","Aside from a little rash around the charging port from being used, the phone was like new. No scratches, no issues. phone been working great so far. Bought it for my wife, I may order myself one now.UPDATE: 09/12/18I purchased this to replace my wife's Galaxy S5 (I am still using mine).  Since she bought it I have not been happy with her call quality.  I have a hard time understanding her unless she speaks deliberately and clearly.  5 months later I realize that we are not being connected using the HD Voice option on Verizon phones. The ""Advanced Calling"" options are not present on this phone.  I spent hours with VZW Support and Samsung support to no avail.  Samsung told me that a phone that has been unlocked does not have these features.  Verizon says that this must not have been a Verizon phone and that's why it is not available.  The phone I bought from Deal Fisher was supposed to be a Verizon phone and was not listed as an unlocked phone.  Ultimately I am overly disappointed.  My S5 has way better call quality and now I am hesitant to replace it with another one off of Amazon.
            "
"26","My wife's old phone was dying a slow death, so we decided to have a look at what was available. Personally, I think it's absurd to spend 1,000 on a cell phone. Powerful laptop computers only cost 400, so it's nonsensical to spend that much on a device that's likely to end up dropped on concrete and shattered into a million pieces. We decided to go back a few years and see what models were available for dirt cheap. Honestly, there were huge differences between cell phones from 2011 to 2012, but from 2016 to 2019 isn't such a major jump.After doing some research, we concluded that a refurbished Samsung Galaxy 7 was the best option. The 8 was about 150 more than the 7 and the 6 was only 50 dollars less. Our research was from just a snapshot in time, so I recommend to anyone looking for a new cell phone to simply compare prices and features for about an hour. Write the numbers down in a spreadsheet so you won't forget, and you'll be able to make the right choice at what's available. Yes, it takes about an hour, but this is to avoid spending 1,000, so it's worth it.The one thing you have to consider when buying refurbished is that there's a slightly higher chance that the phone will die on you. However, there is also a chance that a brand new phone will die on you (it's lower, but still there). The advantage with refurbished is that you're only spending a fraction of what you'd spend on a new phone, and you can turn around and buy a new one if you need to and still save money.Ours has worked so far and my wife is very happy with her purchase.
            "
"27","Within roughly 2 months the back and multi window keys have stopped working. Will update after going through replacement process...
            "
"28","I purchased this to replace my Samsung Galaxy Note 4 that bricked on me last weekend.  The refurbished price is so much better than new from Verizon.  When the phone arrived, it was in a plain box, and no OEM charger (but I have one from my other phone so no big deal).  The phone works great!  Setup was a breeze.  I've used it pretty heavily the past week (so many new features with latest OS) - and it's great. No complaints.
            "
"29","After reading some of the reviews I was a little uneasy purchasing this, especially selecting the gold one (given the 1-star review of Oct 2017) but knew I could count on Amazon's return policy backing me up if I got a junk phone.  Well, I didn't get junk.  This baby ROCKS.  I upgraded from the S5 to this and cannot believe the performance difference.  I knew Samsung had put a next-gen chip into this phone and that the S7 was the first model to sport this major upgrade but I was not expecting this much of an improvement.  I've even been happy with the battery life - I expected that to be mediocre, too, but pleasantly surprised.  I don't really know what else to say - I am extremely happy with this and considering purchasing two more for the other two lines we have.
            "
"30","The phone was suppose to be black.  I received gold and also it was built for service in Vietnam.Phone says it is G930V but it is actually G930U.  Also, it is not really a Samsung galaxy S7 but a replica (fake) settings do not allow for HD voice/ video chat.
            "
"31","So far, so good.  It is very hard to tell that this phone is a refurbished phone and not new.  I received it last Thursday and have been busy installing updates, apps and accounts in order to switch over from my existing Windows phone.  I have not activated on my Verizon network but I have verified, by swapping my old phone's SIM card into the S7, that it could connect to the Verizon network in CDMA LTE mode.  Once I've configured it I'll need to go to a Verizon store, get a new SIM, and activate it.  Other than that this refurbished phone seems like it will work just as expected with a new phone.  I will update this review once the activation is complete and I've been able to put it to actual day-to-day use.
            "
"32","This product seemed I lot better in the description.  Truth is, after about 2 weeks of owning this phone it blanks out on being able to send and receive text messages,  Thankfully the texting begins to work either a few hours later or up to a week, yet after it happens once, it continues to happen every couple weeks,  I tried to return this product but the seller said it was already past my warranty,  it had only been around 2 - 3 weeks.  I know your thinking I just got a lemon, I didn't.  Why?  Because after a week of having this phone I thought it was great no flaws,  I recommended it to my sister who was looking for a cheap new phone.  After she had received her phone mine began to disfuntion.  It took hers the same amount of time but after about two weeks both our phones were unconditional and the seller refused both of our warranty.  I very strongly do not recommend this product.  If I haven't been clear enough : DO NOT BUY THIS PRODUCT IT IS A TOTAL SCAM!!!!
            "
"33","Four month's into owning what I thought was a decent phone, it has turned into a brick.  Listening to music last night I heard a peculiar zip like sound and the music stopped.  I knew it was fully charged, but it wouldn't respond to any button pressing.  I tried plugging it in this morning with no effect.  Later my screen lit up with nothing but static.  I'm not sure what  to replace it with.  New phones are prohibitively expensive.
            "
"34","I believe this is going to be my best phone yet. It came in the time promised and it looks to be brand new. Setting it up and transferring my data was a breeze. I love the ""always on"" screen that shows the time and date as well as certain other information. Really a handsome phone that is the right size for me.The only reason I have not given it 5 stars is that I don't have my sim card yet, so I can't actually use it as a phone, just wi-fi. But I will have that installed soon and I imagine it will be wonderful.
            "
"35","The battery life on this is terrible, it last about 2 hours. the Operating system is about as slow as Christmas and apps quit on me faster then battery does. Will probably return, not worth the hassle. Not to mention risking what feels like first degree burns from the thing overheating in my hand.Pros:-Cute ability to let Google rule over everything-Android-Can cook eggs and the Waterproof-ness prevents that yoke from entering the phoneCons:-Low security-Heats up to the point where I thawed out two cavemen to show them this marvel of technology, they said it was dumb and used it to make fire-slow-battery dies faster then my last relationship(Star if you read this I miss you you)
            "
"36","I wasn't sure if I wanted to try a refurbished phone but when I saw the prices of cell phones (new) I thought, why not give this a shot.  I did what other reviewers recommended and read the feedback from each seller first as other reviewers said not all sellers refurbish the same.  Great advice!  No one wants to get a lemon of a phone.  I picked the phone sold by Platiunum Deals.  Lightning fast delivery, well packaged and the phone looks and feels brand new.  Functions perfectly, no issues at all.  Easily connected it to my Verizon account.  I am VERY impressed with the quality of Platinum Deals refurbishing efforts on used devices.  If I ever have to get another phone for myself or a member of our family, we're going to go this route and look for this seller again.  Excellent quality!
            "
"37","In general, the refurbished S-7 was a nice phone in terms of the screen, camera, size, etc. However, from the start I could not get my voicemail, most of my texts could not be delivered and it could not accept Samsung updates (a good candidate for the source of the problem). Verizon tried to fix it with no success. I've given up on refurbished phones The previous one, a refurbished Samsung S-6, began shutting down for no reason after about six weeks. I learned how to boot it up again but after a couple more weeks it began shutting down after a few minutes. I sent it back and got the S-7. I have a new Moto g6 and it works well. For a cheaper phone, I couldn't be happier. (Note: I do not use the phone for gaming so I cannot comment on the g6's gaming performance.)
            "
"38","I love my new S7!  I upgraded from the S5 and I love my new phone.  Its working well and I had no problems having Verizon set it up.  The phone was in excellent condition.  The company SikkSound was great about letting me know that if I had any issues, to contact them directly.  It's been a week and so far, so good.  I would absolutely purchase again.  I almost paid over $500 for this phone.  Great savings and even purchased a case and screen protector for a little over $400.
            "
"39","Ordered for my wife to replace am old s4 that finally took one too many drops.  She's very pleased with it.  I was a little leery ordering it for her, sight unseen, refurbished, but what little I've used it, seems perfect.  Would order from them again.
            "
"40","Item was defective, screen broken, huge pink lines flickering before 90 day warranty was up, contacted company 1 day after 90 day warranty period which apparently starts when it was ordered, not received and would not help me out at all.I had not had the phone active for more than 60 days when this happened.
            "
"41","#1-I can receive a text but cannot send one  #2-I cannot access chrome..when I try any web address only the last typed letter will appear-every time a letter is typed it erases the prior letter  #3-The only thing I installed was Uber. The 1st time tried to access it using my password (a combination of upper case & lower case letters and some numbers the upper case pad appears but only a lower case letter can by typed on the screen. I wanted to get a ride but could not access Uber and instead paid $100.00 to park my car at the last minute at the airport. Sending it back-it's CRAP.
            "
"42","I love my S7. I cracked the screen on my old one and I was told I could trade it in for an S8 but instead I purchased another S7. I will be sad when I actually have to give up my S7 for something else.The shipping was quick and the packaging was fine.I will say that the battery life on my phone was so short that I was charging it 4 times a day. I purchased a replacement battery and replaced it myself. It was a little tricky but worth it because I love this phone.The camera on this phone is great. I take tons of photos! I have yet to run out of room. I also use my phone to record videos and it's fine!
            "
"43","Product works as a phone. Headphone jack does not. I don't have time to return it because I actively need a cell phone for business. I'd appreciate changing wording from ""Refurbished"" to ""used"" or ""broken"". Just so consumers are clear on what's up. ""Like new"" should be pretty clear and apply to things that are, yknow, like new. Thanks.
            "
"44","There was some visual wear on the home button where the gold is coming off but it seems to work fine. The battery life seems to be pretty decent. The rest of the phone works great. It does not include the little key to open the SIM card slot but this is an easy fix if you buy a SIM kit or just go to a wireless store.
            "
"45","Whoever this phone belonged to before me (the seller) knew that this phone had an issue, that is why it was sold for such a cheap price. Yes it was a refurbished phone, BUT still with an ongoing issue. This phone requires a system update all day everyday, but once it is done, nothing reflects that update and then it asks for another update. It is a never ending request! I have to keep allowing the phone to update and reboot and I do not have another phone that I can use to send this one back. I can make and receive calls, text, etc. for the most part, but the last phone that I had was a decent phone, it just did not have enough storage space and a terrible camera, but it did not require updates every morning or every night! I need storage space and a great camera with great pictures. I am disappointed and I have NEVER done a bad review about anything that I received through Amazon! (I do understand that each seller is different, but this could cause issues in the future)
            "
"46","I bought this after my s8 was stolen. Sure it's waterproof is a ""smartphone"" but that's where I draw the line. Somehow because it's been refurbished this just doesn't want to work properly. My snapchat app in particular just refuses to work- one app, whatever. But what's worse is that the LED had a strange tint across the entire screen almost like a blue light filter (not enabled) and seemed to have an icon fade from the previous owner's layout. It also doesn't work with other settings like trying to change the ringtone- it refuses to use anything but the system default. It's been 6 months so I've given up on that by now. The charger that the phone came with? A joke. Broke in 2 months. The home button seemed to ""scratch off"" so it looks like it's been chipped away. I have a very good case so unsure how this happened. I tried to contact customer service for a refund/replacement within 30 days but I guess the ONE woman who has to process that wasn't there that day? So after calling the next day a man tells me that he can only process a 10% refund because the LED problem was a ""minor problem"" but I didn't have my order number on me so I had to call back. When I called again, the next person I needed to talk to was not there. So I gave up. It still works, but disappointed in the ""refurbishment"" skills for the price. Would NOT buy again. Buy a new Motorola for the same price.  I should have gone through with the return. Also the battery lasts less than 7 hrs with medium use so good luck bringing it to school/work without a charger. I think new this phone is good but refurbished is not. (Side note: I've been buying Samsungs my whole life).
            "
"47","Really nice phone for the price! Everything on it is perfect, except when I try to play music through the aux cord in my car, it has a loud, annoying static sound that won't go away. I can bypass this though a bluetooth adapter, though, so it's not a huge issue, and it's the only issue I've had thus far. Everything else works amazing and it looks like new. Another minor issue was shipping. I ordered this phone last Thursday and paid extra for one day shipping, but the phone arrived the following Wednesday. The phone is nice enough that it wasn't a huge issue, but definitely don't pay extra for one day shipping or expect this phone to arrive in a hurry.
            "
"48","I would not consider this a certified refurb. It came with generic charger that wasn't useable so I'm using a Galaxy S charger I had from another product. Phone charges to 100% but does not stay charged more than 12 hours even with very limited use, notifications and smart background off. Wish I had spend the extra on something more certain. ANY Certified Refurbished ELECTRONIC Item Ive purchased previously always came with a name brand charger and good battery life therefore I am disappointed.
            "
"49","We decided to purchase an S7 for my wife (the year is 2018) because her iPhone 6 crapped out at the 1st sign of water. She saw how mine has been with us since our wedding day in reliability, functionality, so we decided to get a refurbished on Amazon since they don't make them anymore. She loves it, although there's a learning curve coming from iPhone, it works great and the battery life is like it was new. Were running these bases boys into the ground.
            "
"50","I bought this phone to have an extra phone to play Pokemon Go on for my daughter. I also thought she might use this phone for her personal use with the 32 GB. She has only 16 GB on her current phone. She didn't want to switch so now it's extra. But now to the phone, The phone came very quickly and was packaged nice. I have set the phone up and it works great. The only complaint I have is the battery drains very fast. I bought another unlocked phone and I compared the two phones both Androids and I charged them to 100% after 2 hours the other phone was at 98% and this phone was at 67% That was a dramatic drop with no cell service. I only hot spot the extra phones and for it to drop that much is way to much. If I was to use this phone as a regular phone I would not be happy but as a mobile gaming phone I just keep it on a charger. Plus it gets warm very fast it might need a new battery.
            "
"51","My S5 was starting to feel sluggish.  Seeing reasonable prices for refurbished S7's  I decided to upgrade.  Wow!  The Galaxy phones always had a bit of a cheap feel to them, but that is not so with the S7!  I always put my phones in an otterbox case so the cheap feel didn't bother me much, but the home button definitely feels more solid.The phone is quite responsive and looks great.
            "
"52","I am mostly please with the purchase. The phone looks great cosmetically and works great. Only problem is with the battery. The battery is not good and I would have rated this only 3 stars. I get about 6 hours of light use before phone's completely dead, 2 hr's to 3 hr's max if I'm talking on it and have the blue tooth earpiece connected . We have another S7 we purchased new about 18 months ago, and when configured identically and placed side by side with the one we purchased from Kiss Electronics we can see an obvious difference on remaining battery power within 10-15 minutes. However, I called Amazon customer service and explained the problem. They quickly offered to credit me $20 so I could purchase a new replacement battery, which I have ordered and will swap out with the bad one soon. So, I've raised my rating to 4 stars because of the incredibly responsive customer service response and my belief that a new battery will resolve my only problem with the phone. Lastly, the S7 battery replacement process looks to be a little more than just a quick swap out. It involves special tools, heat gun, etc (I suggest watching a YouTube Video before attempting this battery swap). I will update this review after I replace the battery.
            "
"53","I've ordered a number of used cell phones and had to send a few back. The ones from Prime Mobility have always held up and outlasted any others! This S7 was great. Amazing condition and everything synched up right away after putting my SIM in. Battery life has been good as well. Will always go to Prime Mobility storefront first!!
            "
"54","A refurbished phone that looks new.  I upgraded from an S4 and the speed of the S7 is much better along with 16 more GB.  The colors are crisp and I love the ""push the home button twice"" feature that takes you directly to the camera.  Great phone!
            "
"55","Seems to work pretty well, been using this for about 4 months now and it hasnt been slowing or breaking down so far. Comes with charger but the adapters kind of a knock off, it works fine but of course its not as good as the original fast charging adapter. Nice of them to apply a hard plastic screen protecter since there us a very and ever so slight crack on the screen but pretty unnoticeable when using it but I had to remove the protector since it made the touch screen less sensitive and can barely activate any button. Also overtime the battery may drain alil faster, I try to restart my phone every once a week or turn off battery saving when Im home to lessen the problem. Overall good price and works well!
            "
"56","So glad I decided to purchase Amazon certified refurbished.The phone I received was like new and fully functional. No problems activating it to my Verizon account. Battery life lasts all day with medium use. Came with a Samsung quick charger. I couldn't be happier with the performance and quality of this phone.
            "
"57","I suspect these were overstock sold off when the newer models replaced them as mine appeared to be factory fresh with no signs of wear.  Maybe I was just lucky?Anyway the phone works great, it was easy to set up, and everything is as expected . . . . although I had hoped for longer battery life it is more than adequate and hopefully maintains.
            "
"58","Few scuffs and scratches but it was refurbished so no big surprise. Phone was completely dead so I put it on the charger. It started to charge for less than a minute and the charging box made a really weird noise then it popped and stopped working. The phone went off and came back on by itself. I guess it was a problem with the charger because I've had no problems with the phone since I started using my old charging box.
            "
"59","Put both fill silicone case and tempered glass screen protector. Something internal on the phone disconnected after a slight bump. Glass not broken or anything, but screen won't turn on.  Stuck having to shell put another 250 bucks for a phone from a different seller.
            "
"60","We were so sad when my husband fatally crunched his relatively new (to us) Samsung Galaxy S-7 cell phone - right after we had ordered a new case for it.  We were thrilled the KISS electronics could replace it with a refurbished phone at a reasonable price.  We have now restored all of the features that were on the old phone and life is GOOD! Thanks, KISS!!
            "
"61","I bought this item.  The description said ""The batteries have at least 80% capacity relative to new."" I charged to 100% and unplugged before I went to sleep (12:25am).  I woke up (6:30am) with 5% battery.  6hrs 5mins of idle screen off = 95% battery use.  Also, I watched youtube for 40mins from fully charged, to 15%.  This is after I tried many things to optimize the battery and half the brightness.  Hope everyone reads this review before they make a decision.
            "
