Formatted Date,Visibility
2011-05-26 130000.000 +0200,10.212462878565683
2011-05-26 140000.000 +0200,10.352799223273097
2011-05-26 150000.000 +0200,10.196302369810441
2011-05-26 160000.000 +0200,10.160509037446824
2011-05-26 170000.000 +0200,10.325118705882
2011-05-26 180000.000 +0200,10.202822023246554
2011-05-26 190000.000 +0200,10.143868303763895
2011-05-26 200000.000 +0200,10.338799729321353
2011-05-26 210000.000 +0200,11.271173999675234
2011-05-26 220000.000 +0200,15.343484444924885
2011-05-26 230000.000 +0200,15.858711233556905
2011-05-27 000000.000 +0200,14.563724354991933
2011-05-27 010000.000 +0200,12.720353973533099
2011-05-27 020000.000 +0200,12.240590631825333
2011-05-27 030000.000 +0200,13.239913925383112
2011-05-27 040000.000 +0200,13.220409371626328
2011-05-27 050000.000 +0200,13.511214761735395
2011-05-27 060000.000 +0200,8.988989923251356
2011-05-27 070000.000 +0200,10.308724369101949
2011-05-27 080000.000 +0200,10.089106641542205
2011-05-27 090000.000 +0200,10.274491722344475
2011-05-27 100000.000 +0200,10.482695491345064
2011-05-27 110000.000 +0200,10.973657410282621
2011-05-27 120000.000 +0200,10.534406434693693
2011-05-27 130000.000 +0200,10.52689526573718
2011-05-27 140000.000 +0200,10.450029635971719
2011-05-27 150000.000 +0200,10.432952809749418
2011-05-27 160000.000 +0200,10.593593056779984
2011-05-27 170000.000 +0200,10.4561552232119
2011-05-27 180000.000 +0200,10.566059064128394
2011-05-27 190000.000 +0200,10.517228303633885
2011-05-27 200000.000 +0200,10.445265265735936
2011-05-27 210000.000 +0200,11.273444394033453
2011-05-27 220000.000 +0200,15.362770857431046
2011-05-27 230000.000 +0200,14.471203558454116
2011-05-28 000000.000 +0200,15.0516485786244
2011-05-28 010000.000 +0200,12.514275194301847
2011-05-28 020000.000 +0200,12.320878756767717
2011-05-28 030000.000 +0200,12.19529713726973
2011-05-28 040000.000 +0200,13.674649012314061
2011-05-28 050000.000 +0200,11.193696108375278
2011-05-28 060000.000 +0200,9.669690555164625
2011-05-28 070000.000 +0200,10.128673184464255
2011-05-28 080000.000 +0200,11.679998709795663
2011-05-28 090000.000 +0200,10.149314694673514
2011-05-28 100000.000 +0200,10.753818036075767
2011-05-28 110000.000 +0200,11.230661923731613
2011-05-28 120000.000 +0200,10.856818960319028
2011-05-28 130000.000 +0200,11.404989669258912
2011-05-28 140000.000 +0200,11.436274891633147
2011-05-28 150000.000 +0200,11.135513739950326
2011-05-28 160000.000 +0200,11.32847913480203
2011-05-28 170000.000 +0200,11.350293558499033
2011-05-28 180000.000 +0200,11.409771566135973
2011-05-28 190000.000 +0200,11.109790667971236
2011-05-28 200000.000 +0200,10.614721538236372
2011-05-28 210000.000 +0200,11.925568796316089
2011-05-28 220000.000 +0200,14.948055437485097
2011-05-28 230000.000 +0200,14.203219404843738
2011-05-29 000000.000 +0200,11.672033562023435
2011-05-29 010000.000 +0200,13.12600016915896
2011-05-29 020000.000 +0200,10.871285091193648
2011-05-29 030000.000 +0200,12.606106537795261
2011-05-29 040000.000 +0200,14.521993766042563
2011-05-29 050000.000 +0200,12.700924526062556
2011-05-29 060000.000 +0200,9.784288709680023
2011-05-29 070000.000 +0200,10.911572037584353
2011-05-29 080000.000 +0200,10.294750982498996
2011-05-29 090000.000 +0200,10.79724358644984
2011-05-29 100000.000 +0200,10.839218472676366
2011-05-29 110000.000 +0200,11.275156540398926
2011-05-29 120000.000 +0200,11.447421961528551
2011-05-29 130000.000 +0200,10.733403699011943
2011-05-29 140000.000 +0200,10.75224136429888
2011-05-29 150000.000 +0200,10.40009648169821
2011-05-29 160000.000 +0200,10.427699426504784
2011-05-29 170000.000 +0200,10.512620059134163
2011-05-29 180000.000 +0200,10.537319535820837
2011-05-29 190000.000 +0200,10.20746265734168
2011-05-29 200000.000 +0200,10.124046211374838
2011-05-29 210000.000 +0200,11.710762680352625
2011-05-29 220000.000 +0200,16.053613187732967
2011-05-29 230000.000 +0200,15.607004768863105
2011-05-03 000000.000 +0200,11.65559419255351
2011-05-03 010000.000 +0200,11.576055002591405
2011-05-03 020000.000 +0200,13.229073506584268
2011-05-03 030000.000 +0200,10.405499847403759
2011-05-03 040000.000 +0200,10.776482536078639
2011-05-03 050000.000 +0200,9.878189308581936
2011-05-03 060000.000 +0200,7.7830343815958125
2011-05-03 070000.000 +0200,9.5023128346752
2011-05-03 080000.000 +0200,10.575707014455684
2011-05-03 090000.000 +0200,10.79718107495673
2011-05-03 100000.000 +0200,10.639107992360632
2011-05-03 110000.000 +0200,11.56880645796901
2011-05-03 120000.000 +0200,11.649949395435137
2011-05-03 130000.000 +0200,11.901801696582304
2011-05-03 140000.000 +0200,11.82833661140398
2011-05-03 150000.000 +0200,11.763397725360587
2011-05-03 160000.000 +0200,11.677332851020857
2011-05-03 170000.000 +0200,11.611673488498463
2011-05-03 180000.000 +0200,12.105981120863815
2011-05-03 190000.000 +0200,12.193727494954153
2011-05-03 200000.000 +0200,10.527063280538467
2011-05-03 210000.000 +0200,12.793547219896313
2011-05-03 220000.000 +0200,14.302835705146794
2011-05-03 230000.000 +0200,12.341273032294724
2011-05-30 000000.000 +0200,15.66658296456837
2011-05-30 010000.000 +0200,14.337976069462727
2011-05-30 020000.000 +0200,12.97269391839892
2011-05-30 030000.000 +0200,11.385180703128592
2011-05-30 040000.000 +0200,11.385180703128592
2011-05-30 050000.000 +0200,11.919208825651765
2011-05-30 060000.000 +0200,9.075168088413768
2011-05-30 070000.000 +0200,9.93061599716323
2011-05-30 080000.000 +0200,10.07678045886673
2011-05-30 090000.000 +0200,10.246693699096747
2011-05-30 100000.000 +0200,10.685956538794905
2011-05-30 110000.000 +0200,10.861216692423632
2011-05-30 120000.000 +0200,10.605132164369275
2011-05-30 130000.000 +0200,10.580560334126083
2011-05-30 140000.000 +0200,10.344904743895857
2011-05-30 150000.000 +0200,10.544091234165881
2011-05-30 160000.000 +0200,10.479732149250843
2011-05-30 170000.000 +0200,10.404624829612201
2011-05-30 180000.000 +0200,10.40572264174405
2011-05-30 190000.000 +0200,10.311327333966787
2011-05-30 200000.000 +0200,10.287357644734643
2011-05-30 210000.000 +0200,11.94764627409502
2011-05-30 220000.000 +0200,15.182273716123527
2011-05-30 230000.000 +0200,14.700938345692986
2011-05-31 000000.000 +0200,14.962981680484758
2011-05-31 010000.000 +0200,12.912066640077596
2011-05-31 020000.000 +0200,12.969859550870927
2011-05-31 030000.000 +0200,12.632635178781667
2011-05-31 040000.000 +0200,12.250056204170596
2011-05-31 050000.000 +0200,11.735053546180085
2011-05-31 060000.000 +0200,9.8006884156964
2011-05-31 070000.000 +0200,9.589320267818378
2011-05-31 080000.000 +0200,9.296111399157466
2011-05-31 090000.000 +0200,10.01407233251536
2011-05-31 100000.000 +0200,10.282997853019467
2011-05-31 110000.000 +0200,11.210704080418909
2011-05-31 120000.000 +0200,10.334371192567964
2011-05-31 130000.000 +0200,10.174178365334711
2011-05-31 140000.000 +0200,10.278121528813644
2011-05-31 150000.000 +0200,10.198168880464891
2011-05-31 160000.000 +0200,10.446276810866115
2011-05-31 170000.000 +0200,10.299159116570992
2011-05-31 180000.000 +0200,11.560435204304628
2011-05-31 190000.000 +0200,10.355459678256643
2011-05-31 200000.000 +0200,10.740919263194348
2011-05-31 210000.000 +0200,13.907514065445696
2011-05-31 220000.000 +0200,15.920553629168344
2011-05-31 230000.000 +0200,15.29819409162617
2011-05-04 000000.000 +0200,14.568434590152982
2011-05-04 010000.000 +0200,12.732292118784997
2011-05-04 020000.000 +0200,13.780620197024167
2011-05-04 030000.000 +0200,13.457971697607402
2011-05-04 040000.000 +0200,13.179544438273663
2011-05-04 050000.000 +0200,11.937239487147876
2011-05-04 060000.000 +0200,11.50544894754267
2011-05-04 070000.000 +0200,11.475093425411256
2011-05-04 080000.000 +0200,10.920624505740937
2011-05-04 090000.000 +0200,11.971881192617138
2011-05-04 100000.000 +0200,11.481786362541039
2011-05-04 110000.000 +0200,12.63796990733812
2011-05-04 120000.000 +0200,12.061643707744352
2011-05-04 130000.000 +0200,12.030422175986468
2011-05-04 140000.000 +0200,12.457034629413487
2011-05-04 150000.000 +0200,12.216644984893962
2011-05-04 160000.000 +0200,11.706303493748349
2011-05-04 170000.000 +0200,12.236694376226627
2011-05-04 180000.000 +0200,12.238648360174487
2011-05-04 190000.000 +0200,11.66360953603157
2011-05-04 200000.000 +0200,11.230506125024554
2011-05-04 210000.000 +0200,12.541662925580821
2011-05-04 220000.000 +0200,16.108108613098857
2011-05-04 230000.000 +0200,15.719275946706823
2011-05-05 000000.000 +0200,16.846332221481305
2011-05-05 010000.000 +0200,14.421716442587108
2011-05-05 020000.000 +0200,13.862059435517802
2011-05-05 030000.000 +0200,15.383236901771282
2011-05-05 040000.000 +0200,14.151280239177792
2011-05-05 050000.000 +0200,12.900639216007747
2011-05-05 060000.000 +0200,11.115120610416072
2011-05-05 070000.000 +0200,12.295279667585351
2011-05-05 080000.000 +0200,12.255348480818771
2011-05-05 090000.000 +0200,10.87768737154545
2011-05-05 100000.000 +0200,10.65040799712731
2011-05-05 110000.000 +0200,11.110809624549674
2011-05-05 120000.000 +0200,11.235981092056363
2011-05-05 130000.000 +0200,10.773926887907086
2011-05-05 140000.000 +0200,10.848369094860209
2011-05-05 150000.000 +0200,10.81299438654738
2011-05-05 160000.000 +0200,10.842194833970572
2011-05-05 170000.000 +0200,10.88348607272224
2011-05-05 180000.000 +0200,10.978309016037157
2011-05-05 190000.000 +0200,10.852373874394146
2011-05-05 200000.000 +0200,11.922919323622585
2011-05-05 210000.000 +0200,13.597023957660651
2011-05-05 220000.000 +0200,16.72399068147209
2011-05-05 230000.000 +0200,16.015678075888097
2011-05-06 000000.000 +0200,16.715468179455492
2011-05-06 010000.000 +0200,14.584328411856703
2011-05-06 020000.000 +0200,14.689814148651863
2011-05-06 030000.000 +0200,14.096226743353089
2011-05-06 040000.000 +0200,14.766455354833687
2011-05-06 050000.000 +0200,15.632222055841837
2011-05-06 060000.000 +0200,11.080587526620993
2011-05-06 070000.000 +0200,11.018163862646894
2011-05-06 080000.000 +0200,11.533408864852058
2011-05-06 090000.000 +0200,10.668584890322627
2011-05-06 100000.000 +0200,10.936330857486961
2011-05-06 110000.000 +0200,11.546283111597425
2011-05-06 120000.000 +0200,10.81558293511913
2011-05-06 130000.000 +0200,10.671274231231695
2011-05-06 140000.000 +0200,10.451785397098645
2011-05-06 150000.000 +0200,11.091236879053223
2011-05-06 160000.000 +0200,11.056975387383728
2011-05-06 170000.000 +0200,11.216781908472536
2011-05-06 180000.000 +0200,10.807935214230344
2011-05-06 190000.000 +0200,10.185530647312893
2011-05-06 200000.000 +0200,10.776085617718133
2011-05-06 210000.000 +0200,12.843903129913308
2011-05-06 220000.000 +0200,16.180183747886463
2011-05-06 230000.000 +0200,16.029669347199096
2011-05-07 000000.000 +0200,15.836369174783394
2011-05-07 010000.000 +0200,14.273731592570828
2011-05-07 020000.000 +0200,13.727726878730108
2011-05-07 030000.000 +0200,10.024710215078528
2011-05-07 040000.000 +0200,10.616127036888162
2011-05-07 050000.000 +0200,12.215616364793947
2011-05-07 060000.000 +0200,10.813765285274927
2011-05-07 070000.000 +0200,10.757933801336524
2011-05-07 080000.000 +0200,11.031446571941798
2011-05-07 090000.000 +0200,10.271782632603093
2011-05-07 100000.000 +0200,9.961794132377744
2011-05-07 110000.000 +0200,10.464731414886627
2011-05-07 120000.000 +0200,10.306073956837443
2011-05-07 130000.000 +0200,10.265381681470185
2011-05-07 140000.000 +0200,10.234274101324447
2011-05-07 150000.000 +0200,10.265827009375954
2011-05-07 160000.000 +0200,10.231442586594452
2011-05-07 170000.000 +0200,10.51868172011722
2011-05-07 180000.000 +0200,10.35639554316459
2011-05-07 190000.000 +0200,10.278846028829534
2011-05-07 200000.000 +0200,10.994090665853646
2011-05-07 210000.000 +0200,13.151563460211774
2011-05-07 220000.000 +0200,16.32579097568839
2011-05-07 230000.000 +0200,16.151369562558948
2011-05-08 000000.000 +0200,15.248932207546767
2011-05-08 010000.000 +0200,13.141549755014445
2011-05-08 020000.000 +0200,11.326412776806196
2011-05-08 030000.000 +0200,14.766821552408295
2011-05-08 040000.000 +0200,14.615087045860953
2011-05-08 050000.000 +0200,14.993762654903554
2011-05-08 060000.000 +0200,10.690609015662654
2011-05-08 070000.000 +0200,11.098557766032535
2011-05-08 080000.000 +0200,9.9374455266749
2011-05-08 090000.000 +0200,8.153703230899428
2011-05-08 100000.000 +0200,6.9216299527624425
2011-05-08 110000.000 +0200,7.761743397103359
2011-05-08 120000.000 +0200,8.29100220921997
2011-05-08 130000.000 +0200,10.775143584298446
2011-05-08 140000.000 +0200,10.33759987274672
2011-05-08 150000.000 +0200,12.16566357179379
2011-05-08 160000.000 +0200,13.403283166161389
2011-05-08 170000.000 +0200,13.393213997973588
2011-05-08 180000.000 +0200,13.286759529096553
2011-05-08 190000.000 +0200,10.865467141136333
2011-05-08 200000.000 +0200,11.121825964496448
2011-05-08 210000.000 +0200,9.067862578894436
2011-05-08 220000.000 +0200,11.134350000067217
2011-05-08 230000.000 +0200,11.311230785864236
2011-05-09 000000.000 +0200,10.468499720688934
2011-05-09 010000.000 +0200,10.264902305644084
2011-05-09 020000.000 +0200,10.804044025534695
2011-05-09 030000.000 +0200,13.047609897347584
2011-05-09 040000.000 +0200,11.012931269949842
2011-05-09 050000.000 +0200,12.599495081093329
2011-05-09 060000.000 +0200,9.681194326227226
2011-05-09 070000.000 +0200,9.361106945621756
2011-05-09 080000.000 +0200,9.901500474110236
2011-05-09 090000.000 +0200,11.181953354642333
2011-05-09 100000.000 +0200,11.373295830354937
2011-05-09 110000.000 +0200,12.481879795398836
2011-05-09 120000.000 +0200,11.2062951902862
2011-05-09 130000.000 +0200,11.188574043554656
2011-05-09 140000.000 +0200,11.147765889752273
2011-05-09 150000.000 +0200,10.590571130278796
2011-05-09 160000.000 +0200,10.876152443446458
2011-05-09 170000.000 +0200,10.689625850926031
2011-05-09 180000.000 +0200,10.867076592807445
2011-05-09 190000.000 +0200,10.228479582692387
2011-05-09 200000.000 +0200,10.479111917953468
2011-05-09 210000.000 +0200,11.972941543761504
2011-05-09 220000.000 +0200,16.285332099693825
2011-05-09 230000.000 +0200,15.82545005748797
2011-11-01 000000.000 +0100,7.128374381133319
2011-11-01 010000.000 +0100,0.7952792609868852
2011-11-01 020000.000 +0100,7.8306593526787545
2011-11-01 030000.000 +0100,7.707672362480446
2011-11-01 040000.000 +0100,7.300822763094333
2011-11-01 050000.000 +0100,7.6563984999946095
2011-11-01 060000.000 +0100,1.6102961923666224
2011-11-01 070000.000 +0100,1.1164358509789123
2011-11-01 080000.000 +0100,1.742164821930277
2011-11-01 090000.000 +0100,6.545370777489695
2011-11-01 100000.000 +0100,7.462830907032615
2011-11-01 110000.000 +0100,9.244816384002629
2011-11-01 120000.000 +0100,9.241948296990502
2011-11-01 130000.000 +0100,8.610009796761412
2011-11-01 140000.000 +0100,9.09954486923875
2011-11-01 150000.000 +0100,9.09954486923875
2011-11-01 160000.000 +0100,9.401115424872035
2011-11-01 170000.000 +0100,9.251360569103653
2011-11-01 180000.000 +0100,10.149146918726661
2011-11-01 190000.000 +0100,9.388776260287191
2011-11-01 200000.000 +0100,1.8199067265117064
2011-11-01 210000.000 +0100,0.9555996874440021
2011-11-01 220000.000 +0100,3.083539566561279
2011-11-01 230000.000 +0100,1.470762977203738
2011-11-10 000000.000 +0100,10.761318242333264
2011-11-10 010000.000 +0100,11.911811875186968
2011-11-10 020000.000 +0100,0.8253593472877401
2011-11-10 030000.000 +0100,1.5433597451754788
2011-11-10 040000.000 +0100,1.1971826533247014
2011-11-10 050000.000 +0100,1.0586798779588433
2011-11-10 060000.000 +0100,0.8339585983180685
2011-11-10 070000.000 +0100,0.562930890833836
2011-11-10 080000.000 +0100,1.425177261051801
2011-11-10 090000.000 +0100,1.9658228498289785
2011-11-10 100000.000 +0100,9.393658874778573
2011-11-10 110000.000 +0100,10.012288032871744
2011-11-10 120000.000 +0100,10.797031262141443
2011-11-10 130000.000 +0100,10.805347011782855
2011-11-10 140000.000 +0100,10.93412086608871
2011-11-10 150000.000 +0100,10.343334457359209
2011-11-10 160000.000 +0100,10.34827913868394
2011-11-10 170000.000 +0100,10.571193732238168
2011-11-10 180000.000 +0100,10.572666776225976
2011-11-10 190000.000 +0100,9.726749249841859
2011-11-10 200000.000 +0100,10.35809216818499
2011-11-10 210000.000 +0100,11.625632689247121
2011-11-10 220000.000 +0100,14.134376778979648
2011-11-10 230000.000 +0100,14.739858269721159
2011-11-11 000000.000 +0100,14.385654982479263
2011-11-11 010000.000 +0100,10.813780126959283
2011-11-11 020000.000 +0100,11.94958153952519
2011-11-11 030000.000 +0100,12.737749190039517
2011-11-11 040000.000 +0100,12.710142225420325
2011-11-11 050000.000 +0100,11.515418731514817
2011-11-11 060000.000 +0100,9.61176150860669
2011-11-11 070000.000 +0100,10.317508543210035
2011-11-11 080000.000 +0100,8.655187196730202
2011-11-11 090000.000 +0100,9.534288409952003
2011-11-11 100000.000 +0100,10.02432753149604
2011-11-11 110000.000 +0100,10.947759991315985
2011-11-11 120000.000 +0100,9.964318232962725
2011-11-11 130000.000 +0100,10.163557025300609
2011-11-11 140000.000 +0100,10.203138733393809
2011-11-11 150000.000 +0100,11.010433123115218
2011-11-11 160000.000 +0100,10.481399996413067
2011-11-11 170000.000 +0100,10.73070622976371
2011-11-11 180000.000 +0100,12.49227235259278
2011-11-11 190000.000 +0100,10.090579244444584
2011-11-11 200000.000 +0100,9.868487111388353
2011-11-11 210000.000 +0100,10.088514497353458
2011-11-11 220000.000 +0100,12.955403445398176
2011-11-11 230000.000 +0100,14.259084953536213
2011-11-12 000000.000 +0100,14.694308979008719
2011-11-12 010000.000 +0100,11.11612361550802
2011-11-12 020000.000 +0100,10.286708382262775
2011-11-12 030000.000 +0100,9.853702742370773
2011-11-12 040000.000 +0100,10.381460531480334
2011-11-12 050000.000 +0100,12.307737986493269
2011-11-12 060000.000 +0100,10.621405993427778
2011-11-12 070000.000 +0100,11.492021326307787
2011-11-12 080000.000 +0100,9.286581098436102
2011-11-12 090000.000 +0100,8.308628373880248
2011-11-12 100000.000 +0100,9.912692322180293
2011-11-12 110000.000 +0100,10.393552186388954
2011-11-12 120000.000 +0100,9.806294216206554
2011-11-12 130000.000 +0100,10.909955866725797
2011-11-12 140000.000 +0100,9.54391859939586
2011-11-12 150000.000 +0100,9.54391859939586
2011-11-12 160000.000 +0100,10.053050454672315
2011-11-12 170000.000 +0100,10.473875421424053
2011-11-12 180000.000 +0100,10.1260213052761
2011-11-12 190000.000 +0100,10.638307612862093
2011-11-12 200000.000 +0100,11.058245437325112
2011-11-12 210000.000 +0100,11.385944314622298
2011-11-12 220000.000 +0100,11.546739444892955
2011-11-12 230000.000 +0100,10.775679795213172
2011-11-13 000000.000 +0100,8.01519061140463
2011-11-13 010000.000 +0100,2.137627506790639
2011-11-13 020000.000 +0100,9.36574879262215
2011-11-13 030000.000 +0100,9.626095253368213
2011-11-13 040000.000 +0100,9.880576410076307
2011-11-13 050000.000 +0100,7.809221271426212
2011-11-13 060000.000 +0100,1.698184700316064
2011-11-13 070000.000 +0100,1.7291603422021156
2011-11-13 080000.000 +0100,1.8794768378635636
2011-11-13 090000.000 +0100,7.77311646902727
2011-11-13 100000.000 +0100,8.668131812074357
2011-11-13 110000.000 +0100,10.032382271257225
2011-11-13 120000.000 +0100,9.78654795406334
2011-11-13 130000.000 +0100,8.790710003022708
2011-11-13 140000.000 +0100,9.109558378231743
2011-11-13 150000.000 +0100,8.874347881783377
2011-11-13 160000.000 +0100,9.437915813238543
2011-11-13 170000.000 +0100,10.343633320824239
2011-11-13 180000.000 +0100,10.117453315816926
2011-11-13 190000.000 +0100,11.499116193925888
2011-11-13 200000.000 +0100,9.300164739943286
2011-11-13 210000.000 +0100,10.797711060479203
2011-11-13 220000.000 +0100,10.065467322965569
2011-11-13 230000.000 +0100,1.656372980306774
2011-11-14 000000.000 +0100,2.0049236292420014
2011-11-14 010000.000 +0100,10.66684378448888
2011-11-14 020000.000 +0100,1.7842692508869447
2011-11-14 030000.000 +0100,2.0628558093184406
2011-11-14 040000.000 +0100,1.7453136186051874
2011-11-14 050000.000 +0100,2.0628558093184406
2011-11-14 060000.000 +0100,1.882404434945139
2011-11-14 070000.000 +0100,2.6397386857424165
2011-11-14 080000.000 +0100,1.4259343438781094
2011-11-14 090000.000 +0100,1.3827356536667503
2011-11-14 100000.000 +0100,8.586638739633203
2011-11-14 110000.000 +0100,10.110338114326755
2011-11-14 120000.000 +0100,10.105289184229862
2011-11-14 130000.000 +0100,9.698663732661728
2011-11-14 140000.000 +0100,9.556964195358967
2011-11-14 150000.000 +0100,9.958468923941096
2011-11-14 160000.000 +0100,10.162920583288836
2011-11-14 170000.000 +0100,10.952304168312011
2011-11-14 180000.000 +0100,10.604969585947796
2011-11-14 190000.000 +0100,9.865942757982873
2011-11-14 200000.000 +0100,9.740755078120996
2011-11-14 210000.000 +0100,10.808889141429377
2011-11-14 220000.000 +0100,12.665512297493539
2011-11-14 230000.000 +0100,10.911782461758046
2011-11-15 000000.000 +0100,12.535095565362433
2011-11-15 010000.000 +0100,1.9642584286660891
2011-11-15 020000.000 +0100,9.068002519898052
2011-11-15 030000.000 +0100,3.014438336829897
2011-11-15 040000.000 +0100,1.9320963245492397
2011-11-15 050000.000 +0100,2.4965834287365767
2011-11-15 060000.000 +0100,1.6100706777252463
2011-11-15 070000.000 +0100,1.8113390248861296
2011-11-15 080000.000 +0100,1.0525942393797425
2011-11-15 090000.000 +0100,0.973416878971333
2011-11-15 100000.000 +0100,9.388322900333707
2011-11-15 110000.000 +0100,9.911007656514556
2011-11-15 120000.000 +0100,9.5666259602788
2011-11-15 130000.000 +0100,8.436963367429117
2011-11-15 140000.000 +0100,8.275635611601786
2011-11-15 150000.000 +0100,9.410278248198859
2011-11-15 160000.000 +0100,9.633285212336878
2011-11-15 170000.000 +0100,10.60262134564394
2011-11-15 180000.000 +0100,11.413709109675933
2011-11-15 190000.000 +0100,11.568235990144073
2011-11-15 200000.000 +0100,10.477803805022837
2011-11-15 210000.000 +0100,11.423929294628941
2011-11-15 220000.000 +0100,10.222954934585946
2011-11-15 230000.000 +0100,11.566723637671119
